"","time","location","Location_name","rating"
"8162","2020-04-08 08:35:00",3,"Old Town",7
"8163","2020-04-08 08:35:00",3,"Old Town",6
"8164","2020-04-08 08:35:00",3,"Old Town",6
"8165","2020-04-08 08:35:00",3,"Old Town",7
"8166","2020-04-08 08:35:00",3,"Old Town",7
"8167","2020-04-08 08:35:00",3,"Old Town",7
"8168","2020-04-08 08:35:00",3,"Old Town",9
"8169","2020-04-08 08:35:00",3,"Old Town",6
"8170","2020-04-08 08:35:00",3,"Old Town",7
"8171","2020-04-08 08:35:00",3,"Old Town",7
"8172","2020-04-08 08:35:00",3,"Old Town",7
"8173","2020-04-08 08:35:00",3,"Old Town",8
"8174","2020-04-08 08:35:00",3,"Old Town",7
"8175","2020-04-08 08:35:00",3,"Old Town",7
"8176","2020-04-08 08:35:00",3,"Old Town",7
"8177","2020-04-08 08:35:00",3,"Old Town",6
"8178","2020-04-08 08:35:00",3,"Old Town",8
"8179","2020-04-08 08:35:00",3,"Old Town",8
"8180","2020-04-08 08:35:00",3,"Old Town",6
"8181","2020-04-08 08:35:00",3,"Old Town",7
"8182","2020-04-08 08:35:00",3,"Old Town",7
"8183","2020-04-08 08:35:00",3,"Old Town",6
"8184","2020-04-08 08:35:00",3,"Old Town",8
"8185","2020-04-08 08:35:00",3,"Old Town",7
"8186","2020-04-08 08:35:00",3,"Old Town",5
"8187","2020-04-08 08:35:00",3,"Old Town",6
"8188","2020-04-08 08:35:00",3,"Old Town",7
"8189","2020-04-08 08:35:00",3,"Old Town",7
"8190","2020-04-08 08:35:00",3,"Old Town",6
"8191","2020-04-08 08:35:00",3,"Old Town",7
"8192","2020-04-08 08:35:00",3,"Old Town",6
"8193","2020-04-08 08:35:00",3,"Old Town",6
"8194","2020-04-08 08:35:00",3,"Old Town",7
"8195","2020-04-08 08:35:00",3,"Old Town",8
"8196","2020-04-08 08:35:00",3,"Old Town",8
"8197","2020-04-08 08:35:00",3,"Old Town",7
"8198","2020-04-08 08:35:00",3,"Old Town",7
"8199","2020-04-08 08:35:00",3,"Old Town",7
"8200","2020-04-08 08:35:00",3,"Old Town",7
"8201","2020-04-08 08:35:00",3,"Old Town",8
"8202","2020-04-08 08:35:00",3,"Old Town",6
"8203","2020-04-08 08:35:00",3,"Old Town",8
"8204","2020-04-08 08:35:00",3,"Old Town",8
"8205","2020-04-08 08:35:00",3,"Old Town",6
"8206","2020-04-08 08:35:00",3,"Old Town",8
"8207","2020-04-08 08:35:00",3,"Old Town",8
"8208","2020-04-08 08:35:00",3,"Old Town",7
"8209","2020-04-08 08:35:00",3,"Old Town",7
"8210","2020-04-08 08:35:00",3,"Old Town",8
"8211","2020-04-08 08:35:00",3,"Old Town",7
"8212","2020-04-08 08:35:00",3,"Old Town",7
"8213","2020-04-08 08:35:00",3,"Old Town",6
"8214","2020-04-08 08:35:00",3,"Old Town",7
"8215","2020-04-08 08:35:00",3,"Old Town",7
"8216","2020-04-08 08:35:00",3,"Old Town",7
"8217","2020-04-08 08:35:00",3,"Old Town",6
"8218","2020-04-08 08:35:00",3,"Old Town",4
"8219","2020-04-08 08:35:00",3,"Old Town",6
"8220","2020-04-08 08:35:00",3,"Old Town",8
"8221","2020-04-08 08:35:00",3,"Old Town",7
"8222","2020-04-08 08:35:00",3,"Old Town",7
"8223","2020-04-08 08:35:00",3,"Old Town",7
"8224","2020-04-08 08:35:00",3,"Old Town",7
"8225","2020-04-08 08:35:00",3,"Old Town",7
"8226","2020-04-08 08:35:00",3,"Old Town",7
"8227","2020-04-08 08:35:00",3,"Old Town",7
"8228","2020-04-08 08:35:00",3,"Old Town",8
"8229","2020-04-08 08:35:00",3,"Old Town",7
"8230","2020-04-08 08:35:00",3,"Old Town",7
"8231","2020-04-08 08:35:00",3,"Old Town",8
"8232","2020-04-08 08:35:00",3,"Old Town",8
"8233","2020-04-08 08:35:00",3,"Old Town",7
"8234","2020-04-08 08:35:00",3,"Old Town",7
"8235","2020-04-08 08:35:00",3,"Old Town",7
"8236","2020-04-08 08:35:00",3,"Old Town",7
"8237","2020-04-08 08:35:00",3,"Old Town",7
"8238","2020-04-08 08:35:00",3,"Old Town",7
"8239","2020-04-08 08:35:00",3,"Old Town",7
"8240","2020-04-08 08:35:00",3,"Old Town",8
"8241","2020-04-08 08:35:00",3,"Old Town",7
"8242","2020-04-08 08:35:00",3,"Old Town",7
"8243","2020-04-08 08:35:00",3,"Old Town",6
"8244","2020-04-08 08:35:00",3,"Old Town",9
"8245","2020-04-08 08:35:00",3,"Old Town",6
"8246","2020-04-08 08:35:00",3,"Old Town",7
"8247","2020-04-08 08:35:00",3,"Old Town",6
"8248","2020-04-08 08:35:00",3,"Old Town",7
"8249","2020-04-08 08:35:00",3,"Old Town",7
"8250","2020-04-08 08:35:00",3,"Old Town",6
"8251","2020-04-08 08:35:00",3,"Old Town",8
"8252","2020-04-08 08:35:00",3,"Old Town",7
"8253","2020-04-08 08:35:00",3,"Old Town",7
"8254","2020-04-08 08:35:00",3,"Old Town",7
"8255","2020-04-08 08:35:00",3,"Old Town",7
"8256","2020-04-08 08:35:00",3,"Old Town",7
"8257","2020-04-08 08:35:00",3,"Old Town",7
"8258","2020-04-08 08:35:00",3,"Old Town",7
"8259","2020-04-08 08:35:00",3,"Old Town",7
"8260","2020-04-08 08:35:00",3,"Old Town",7
"8261","2020-04-08 08:35:00",3,"Old Town",6
"8262","2020-04-08 08:35:00",3,"Old Town",6
"8263","2020-04-08 08:35:00",3,"Old Town",7
"8264","2020-04-08 08:35:00",3,"Old Town",6
"8265","2020-04-08 08:35:00",3,"Old Town",8
"8266","2020-04-08 08:35:00",3,"Old Town",7
"8267","2020-04-08 08:35:00",3,"Old Town",8
"8268","2020-04-08 08:35:00",3,"Old Town",7
"8269","2020-04-08 08:35:00",3,"Old Town",7
"8270","2020-04-08 08:35:00",3,"Old Town",8
"8271","2020-04-08 08:35:00",3,"Old Town",7
"8272","2020-04-08 08:35:00",3,"Old Town",7
"8273","2020-04-08 08:35:00",3,"Old Town",6
"8274","2020-04-08 08:35:00",3,"Old Town",7
"8275","2020-04-08 08:35:00",3,"Old Town",6
"8276","2020-04-08 08:35:00",3,"Old Town",8
"8277","2020-04-08 08:35:00",3,"Old Town",7
"8278","2020-04-08 08:35:00",3,"Old Town",7
"8279","2020-04-08 08:35:00",3,"Old Town",6
"8280","2020-04-08 08:35:00",3,"Old Town",7
"8281","2020-04-08 08:35:00",3,"Old Town",7
"8282","2020-04-08 08:35:00",3,"Old Town",8
"8283","2020-04-08 08:35:00",3,"Old Town",8
"8284","2020-04-08 08:35:00",3,"Old Town",7
"8285","2020-04-08 08:35:00",3,"Old Town",7
"8286","2020-04-08 08:35:00",3,"Old Town",6
"8287","2020-04-08 08:35:00",3,"Old Town",8
"8288","2020-04-08 08:35:00",3,"Old Town",7
"8289","2020-04-08 08:35:00",3,"Old Town",7
"8290","2020-04-08 08:35:00",3,"Old Town",6
"8291","2020-04-08 08:35:00",3,"Old Town",7
"8292","2020-04-08 08:35:00",3,"Old Town",8
"8293","2020-04-08 08:35:00",3,"Old Town",6
"8294","2020-04-08 08:35:00",3,"Old Town",6
"8295","2020-04-08 08:35:00",4,"Safe Town",NA
"8296","2020-04-08 08:35:00",4,"Safe Town",NA
"8297","2020-04-08 08:35:00",4,"Safe Town",NA
"8298","2020-04-08 08:35:00",4,"Safe Town",NA
"8299","2020-04-08 08:35:00",5,"Southwest",9
"8300","2020-04-08 08:35:00",5,"Southwest",1
"8301","2020-04-08 08:35:00",5,"Southwest",1
"8302","2020-04-08 08:35:00",5,"Southwest",0
"8303","2020-04-08 08:35:00",5,"Southwest",2
"8304","2020-04-08 08:35:00",5,"Southwest",0
"8305","2020-04-08 08:35:00",6,"Downtown",3
"8306","2020-04-08 08:35:00",6,"Downtown",3
"8307","2020-04-08 08:35:00",6,"Downtown",3
"8308","2020-04-08 08:35:00",6,"Downtown",1
"8309","2020-04-08 08:35:00",6,"Downtown",2
"8310","2020-04-08 08:35:00",6,"Downtown",2
"8311","2020-04-08 08:35:00",6,"Downtown",1
"8312","2020-04-08 08:35:00",6,"Downtown",3
"8313","2020-04-08 08:35:00",6,"Downtown",2
"8314","2020-04-08 08:35:00",6,"Downtown",2
"8315","2020-04-08 08:35:00",6,"Downtown",2
"8316","2020-04-08 08:35:00",6,"Downtown",2
"8317","2020-04-08 08:35:00",6,"Downtown",2
"8318","2020-04-08 08:35:00",6,"Downtown",0
"8319","2020-04-08 08:35:00",7,"Wilson Forest",NA
"8320","2020-04-08 08:35:00",8,"Scenic Vista",NA
"8321","2020-04-08 08:35:00",8,"Scenic Vista",NA
"8322","2020-04-08 08:35:00",8,"Scenic Vista",NA
"8323","2020-04-08 08:35:00",8,"Scenic Vista",NA
"8324","2020-04-08 08:35:00",8,"Scenic Vista",NA
"8325","2020-04-08 08:35:00",8,"Scenic Vista",NA
"8326","2020-04-08 08:35:00",8,"Scenic Vista",NA
"8327","2020-04-08 08:35:00",8,"Scenic Vista",NA
"8328","2020-04-08 08:35:00",8,"Scenic Vista",NA
"8329","2020-04-08 08:35:00",8,"Scenic Vista",NA
"8330","2020-04-08 08:35:00",9,"Broadview",10
"8331","2020-04-08 08:35:00",9,"Broadview",5
"8332","2020-04-08 08:35:00",9,"Broadview",5
"8333","2020-04-08 08:35:00",9,"Broadview",5
"8334","2020-04-08 08:35:00",9,"Broadview",6
"8335","2020-04-08 08:35:00",9,"Broadview",5
"8336","2020-04-08 08:35:00",9,"Broadview",6
"8337","2020-04-08 08:35:00",9,"Broadview",6
"8338","2020-04-08 08:35:00",9,"Broadview",5
"8339","2020-04-08 08:35:00",9,"Broadview",6
"8340","2020-04-08 08:35:00",9,"Broadview",5
"8341","2020-04-08 08:35:00",9,"Broadview",6
"8342","2020-04-08 08:35:00",9,"Broadview",6
"8343","2020-04-08 08:35:00",9,"Broadview",6
"8344","2020-04-08 08:35:00",9,"Broadview",5
"8345","2020-04-08 08:35:00",9,"Broadview",5
"8346","2020-04-08 08:35:00",9,"Broadview",6
"8347","2020-04-08 08:35:00",9,"Broadview",4
"8348","2020-04-08 08:35:00",9,"Broadview",6
"8349","2020-04-08 08:35:00",9,"Broadview",5
"8350","2020-04-08 08:35:00",9,"Broadview",5
"8351","2020-04-08 08:35:00",9,"Broadview",6
"8352","2020-04-08 08:35:00",9,"Broadview",4
"8353","2020-04-08 08:35:00",9,"Broadview",5
"8354","2020-04-08 08:35:00",9,"Broadview",6
"8355","2020-04-08 08:35:00",9,"Broadview",5
"8356","2020-04-08 08:35:00",9,"Broadview",5
"8357","2020-04-08 08:35:00",9,"Broadview",4
"8358","2020-04-08 08:35:00",9,"Broadview",6
"8359","2020-04-08 08:35:00",9,"Broadview",4
"8360","2020-04-08 08:35:00",9,"Broadview",6
"8361","2020-04-08 08:35:00",9,"Broadview",4
"8362","2020-04-08 08:35:00",9,"Broadview",5
"8363","2020-04-08 08:35:00",9,"Broadview",6
"8364","2020-04-08 08:35:00",9,"Broadview",4
"8365","2020-04-08 08:35:00",9,"Broadview",6
"8366","2020-04-08 08:35:00",9,"Broadview",4
"8367","2020-04-08 08:35:00",9,"Broadview",3
"8368","2020-04-08 08:35:00",9,"Broadview",5
"8369","2020-04-08 08:35:00",9,"Broadview",5
"8370","2020-04-08 08:35:00",9,"Broadview",4
"8371","2020-04-08 08:35:00",9,"Broadview",5
"8372","2020-04-08 08:35:00",9,"Broadview",3
"8373","2020-04-08 08:35:00",9,"Broadview",5
"8374","2020-04-08 08:35:00",9,"Broadview",5
"8375","2020-04-08 08:35:00",9,"Broadview",5
"8376","2020-04-08 08:35:00",9,"Broadview",4
"8377","2020-04-08 08:35:00",9,"Broadview",6
"8378","2020-04-08 08:35:00",9,"Broadview",5
"8379","2020-04-08 08:35:00",9,"Broadview",5
"8380","2020-04-08 08:35:00",9,"Broadview",5
"8381","2020-04-08 08:35:00",9,"Broadview",5
"8382","2020-04-08 08:35:00",9,"Broadview",6
"8383","2020-04-08 08:35:00",9,"Broadview",6
"8384","2020-04-08 08:35:00",9,"Broadview",5
"8385","2020-04-08 08:35:00",9,"Broadview",4
"8386","2020-04-08 08:35:00",9,"Broadview",5
"8387","2020-04-08 08:35:00",9,"Broadview",5
"8388","2020-04-08 08:35:00",9,"Broadview",6
"8389","2020-04-08 08:35:00",10,"Chapparal",NA
"8390","2020-04-08 08:35:00",10,"Chapparal",NA
"8391","2020-04-08 08:35:00",10,"Chapparal",NA
"8392","2020-04-08 08:35:00",10,"Chapparal",NA
"8393","2020-04-08 08:35:00",10,"Chapparal",NA
"8394","2020-04-08 08:35:00",10,"Chapparal",NA
"8395","2020-04-08 08:35:00",10,"Chapparal",NA
"8396","2020-04-08 08:35:00",10,"Chapparal",NA
"8397","2020-04-08 08:35:00",10,"Chapparal",NA
"8398","2020-04-08 08:35:00",10,"Chapparal",NA
"8399","2020-04-08 08:35:00",10,"Chapparal",NA
"8400","2020-04-08 08:35:00",10,"Chapparal",NA
"8401","2020-04-08 08:35:00",10,"Chapparal",NA
"8402","2020-04-08 08:35:00",10,"Chapparal",NA
"8403","2020-04-08 08:35:00",10,"Chapparal",NA
"8404","2020-04-08 08:35:00",10,"Chapparal",NA
"8405","2020-04-08 08:35:00",10,"Chapparal",NA
"8406","2020-04-08 08:35:00",10,"Chapparal",NA
"8407","2020-04-08 08:35:00",10,"Chapparal",NA
"8408","2020-04-08 08:35:00",10,"Chapparal",NA
"8409","2020-04-08 08:35:00",10,"Chapparal",NA
"8410","2020-04-08 08:35:00",10,"Chapparal",NA
"8411","2020-04-08 08:35:00",10,"Chapparal",NA
"8412","2020-04-08 08:35:00",10,"Chapparal",NA
"8413","2020-04-08 08:35:00",10,"Chapparal",NA
"8414","2020-04-08 08:35:00",10,"Chapparal",NA
"8415","2020-04-08 08:35:00",10,"Chapparal",NA
"8416","2020-04-08 08:35:00",10,"Chapparal",NA
"8417","2020-04-08 08:35:00",10,"Chapparal",NA
"8418","2020-04-08 08:35:00",10,"Chapparal",NA
"8419","2020-04-08 08:35:00",10,"Chapparal",NA
"8420","2020-04-08 08:35:00",10,"Chapparal",NA
"8421","2020-04-08 08:35:00",10,"Chapparal",NA
"8422","2020-04-08 08:35:00",10,"Chapparal",NA
"8423","2020-04-08 08:35:00",10,"Chapparal",NA
"8424","2020-04-08 08:35:00",10,"Chapparal",NA
"8425","2020-04-08 08:35:00",10,"Chapparal",NA
"8426","2020-04-08 08:35:00",10,"Chapparal",NA
"8427","2020-04-08 08:35:00",10,"Chapparal",NA
"8428","2020-04-08 08:35:00",10,"Chapparal",NA
"8429","2020-04-08 08:35:00",10,"Chapparal",NA
"8430","2020-04-08 08:35:00",10,"Chapparal",NA
"8431","2020-04-08 08:35:00",10,"Chapparal",NA
"8432","2020-04-08 08:35:00",10,"Chapparal",NA
"8433","2020-04-08 08:35:00",10,"Chapparal",NA
"8434","2020-04-08 08:35:00",10,"Chapparal",NA
"8435","2020-04-08 08:35:00",10,"Chapparal",NA
"8436","2020-04-08 08:35:00",10,"Chapparal",NA
"8437","2020-04-08 08:35:00",10,"Chapparal",NA
"8438","2020-04-08 08:35:00",11,"Terrapin",4
"8439","2020-04-08 08:35:00",11,"Terrapin",4
"8440","2020-04-08 08:35:00",11,"Terrapin",3
"8441","2020-04-08 08:35:00",11,"Terrapin",4
"8442","2020-04-08 08:35:00",11,"Terrapin",4
"8443","2020-04-08 08:35:00",11,"Terrapin",5
"8444","2020-04-08 08:35:00",11,"Terrapin",4
"8445","2020-04-08 08:35:00",11,"Terrapin",4
"8446","2020-04-08 08:35:00",11,"Terrapin",5
"8447","2020-04-08 08:35:00",11,"Terrapin",3
"8448","2020-04-08 08:35:00",11,"Terrapin",3
"8449","2020-04-08 08:35:00",11,"Terrapin",4
"8450","2020-04-08 08:35:00",11,"Terrapin",4
"8451","2020-04-08 08:35:00",11,"Terrapin",4
"8452","2020-04-08 08:35:00",11,"Terrapin",4
"8453","2020-04-08 08:35:00",11,"Terrapin",5
"8454","2020-04-08 08:35:00",11,"Terrapin",5
"8455","2020-04-08 08:35:00",11,"Terrapin",3
"8456","2020-04-08 08:35:00",11,"Terrapin",4
"8457","2020-04-08 08:35:00",11,"Terrapin",4
"8458","2020-04-08 08:35:00",11,"Terrapin",2
"8459","2020-04-08 08:35:00",11,"Terrapin",4
"8460","2020-04-08 08:35:00",11,"Terrapin",5
"8461","2020-04-08 08:35:00",11,"Terrapin",3
"8462","2020-04-08 08:35:00",11,"Terrapin",4
"8463","2020-04-08 08:35:00",11,"Terrapin",4
"8464","2020-04-08 08:35:00",11,"Terrapin",5
"8465","2020-04-08 08:35:00",11,"Terrapin",3
"8466","2020-04-08 08:35:00",11,"Terrapin",5
"8467","2020-04-08 08:35:00",11,"Terrapin",4
"8468","2020-04-08 08:35:00",11,"Terrapin",3
"8469","2020-04-08 08:35:00",11,"Terrapin",4
"8470","2020-04-08 08:35:00",11,"Terrapin",3
"8471","2020-04-08 08:35:00",11,"Terrapin",3
"8472","2020-04-08 08:35:00",11,"Terrapin",5
"8473","2020-04-08 08:35:00",11,"Terrapin",4
"8474","2020-04-08 08:35:00",11,"Terrapin",4
"8475","2020-04-08 08:35:00",11,"Terrapin",5
"8476","2020-04-08 08:35:00",11,"Terrapin",5
"8477","2020-04-08 08:35:00",11,"Terrapin",4
"8478","2020-04-08 08:35:00",11,"Terrapin",3
"8479","2020-04-08 08:35:00",11,"Terrapin",4
"8480","2020-04-08 08:35:00",11,"Terrapin",4
"8481","2020-04-08 08:35:00",11,"Terrapin",4
"8482","2020-04-08 08:35:00",11,"Terrapin",4
"8483","2020-04-08 08:35:00",11,"Terrapin",5
"8484","2020-04-08 08:35:00",11,"Terrapin",4
"8485","2020-04-08 08:35:00",11,"Terrapin",3
"8486","2020-04-08 08:35:00",11,"Terrapin",3
"8487","2020-04-08 08:35:00",11,"Terrapin",5
"8488","2020-04-08 08:35:00",12,"Pepper Mill",NA
"8489","2020-04-08 08:35:00",12,"Pepper Mill",NA
"8490","2020-04-08 08:35:00",12,"Pepper Mill",NA
"8491","2020-04-08 08:35:00",12,"Pepper Mill",NA
"8492","2020-04-08 08:35:00",12,"Pepper Mill",NA
"8493","2020-04-08 08:35:00",12,"Pepper Mill",NA
"8494","2020-04-08 08:35:00",12,"Pepper Mill",NA
"8495","2020-04-08 08:35:00",13,"Cheddarford",NA
"8496","2020-04-08 08:35:00",13,"Cheddarford",NA
"8497","2020-04-08 08:35:00",14,"Easton",NA
"8498","2020-04-08 08:35:00",14,"Easton",NA
"8499","2020-04-08 08:35:00",14,"Easton",NA
"8500","2020-04-08 08:35:00",14,"Easton",NA
"8501","2020-04-08 08:35:00",14,"Easton",NA
"8502","2020-04-08 08:35:00",14,"Easton",NA
"8503","2020-04-08 08:35:00",14,"Easton",NA
"8504","2020-04-08 08:35:00",14,"Easton",1
"8505","2020-04-08 08:35:00",14,"Easton",NA
"8506","2020-04-08 08:35:00",14,"Easton",NA
"8507","2020-04-08 08:35:00",14,"Easton",NA
"8508","2020-04-08 08:35:00",14,"Easton",NA
"8509","2020-04-08 08:35:00",14,"Easton",NA
"8510","2020-04-08 08:35:00",14,"Easton",NA
"8511","2020-04-08 08:35:00",14,"Easton",NA
"8512","2020-04-08 08:35:00",14,"Easton",NA
"8513","2020-04-08 08:35:00",14,"Easton",NA
"8514","2020-04-08 08:35:00",14,"Easton",NA
"8515","2020-04-08 08:35:00",14,"Easton",NA
"8516","2020-04-08 08:35:00",14,"Easton",NA
"8517","2020-04-08 08:35:00",14,"Easton",NA
"8518","2020-04-08 08:35:00",14,"Easton",NA
"8519","2020-04-08 08:35:00",14,"Easton",NA
"8520","2020-04-08 08:35:00",14,"Easton",NA
"8521","2020-04-08 08:35:00",14,"Easton",NA
"8522","2020-04-08 08:35:00",14,"Easton",NA
"8523","2020-04-08 08:35:00",14,"Easton",NA
"8524","2020-04-08 08:35:00",14,"Easton",NA
"8525","2020-04-08 08:35:00",14,"Easton",NA
"8526","2020-04-08 08:35:00",14,"Easton",10
"8527","2020-04-08 08:35:00",14,"Easton",NA
"8528","2020-04-08 08:35:00",14,"Easton",NA
"8529","2020-04-08 08:35:00",14,"Easton",NA
"8530","2020-04-08 08:35:00",14,"Easton",NA
"8531","2020-04-08 08:35:00",14,"Easton",NA
"8532","2020-04-08 08:35:00",14,"Easton",NA
"8533","2020-04-08 08:35:00",14,"Easton",NA
"8534","2020-04-08 08:35:00",14,"Easton",NA
"8535","2020-04-08 08:35:00",14,"Easton",NA
"8536","2020-04-08 08:35:00",14,"Easton",NA
"8537","2020-04-08 08:35:00",14,"Easton",NA
"8538","2020-04-08 08:35:00",14,"Easton",NA
"8539","2020-04-08 08:35:00",14,"Easton",NA
"8540","2020-04-08 08:35:00",14,"Easton",NA
"8541","2020-04-08 08:35:00",14,"Easton",NA
"8542","2020-04-08 08:35:00",14,"Easton",NA
"8543","2020-04-08 08:35:00",14,"Easton",NA
"8544","2020-04-08 08:35:00",14,"Easton",NA
"8545","2020-04-08 08:35:00",14,"Easton",NA
"8546","2020-04-08 08:35:00",14,"Easton",NA
"8547","2020-04-08 08:35:00",14,"Easton",NA
"8548","2020-04-08 08:35:00",14,"Easton",NA
"8549","2020-04-08 08:35:00",14,"Easton",NA
"8550","2020-04-08 08:35:00",14,"Easton",NA
"8551","2020-04-08 08:35:00",14,"Easton",NA
"8552","2020-04-08 08:35:00",14,"Easton",NA
"8553","2020-04-08 08:35:00",14,"Easton",NA
"8554","2020-04-08 08:35:00",14,"Easton",NA
"8555","2020-04-08 08:35:00",14,"Easton",NA
"8556","2020-04-08 08:35:00",14,"Easton",NA
"8557","2020-04-08 08:35:00",14,"Easton",NA
"8558","2020-04-08 08:35:00",14,"Easton",NA
"8559","2020-04-08 08:35:00",14,"Easton",NA
"8560","2020-04-08 08:35:00",14,"Easton",NA
"8561","2020-04-08 08:35:00",14,"Easton",NA
"8562","2020-04-08 08:35:00",14,"Easton",NA
"8563","2020-04-08 08:35:00",14,"Easton",NA
"8564","2020-04-08 08:35:00",14,"Easton",NA
"8565","2020-04-08 08:35:00",14,"Easton",NA
"8566","2020-04-08 08:35:00",14,"Easton",NA
"8567","2020-04-08 08:35:00",14,"Easton",NA
"8568","2020-04-08 08:35:00",14,"Easton",NA
"8569","2020-04-08 08:35:00",14,"Easton",NA
"8570","2020-04-08 08:35:00",14,"Easton",NA
"8571","2020-04-08 08:35:00",14,"Easton",NA
"8572","2020-04-08 08:35:00",14,"Easton",NA
"8573","2020-04-08 08:35:00",14,"Easton",NA
"8574","2020-04-08 08:35:00",14,"Easton",NA
"8575","2020-04-08 08:35:00",14,"Easton",NA
"8576","2020-04-08 08:35:00",14,"Easton",NA
"8577","2020-04-08 08:35:00",14,"Easton",NA
"8578","2020-04-08 08:35:00",14,"Easton",NA
"8579","2020-04-08 08:35:00",14,"Easton",NA
"8580","2020-04-08 08:35:00",14,"Easton",NA
"8581","2020-04-08 08:35:00",14,"Easton",NA
"8582","2020-04-08 08:35:00",14,"Easton",NA
"8583","2020-04-08 08:35:00",14,"Easton",NA
"8584","2020-04-08 08:35:00",14,"Easton",NA
"8585","2020-04-08 08:35:00",14,"Easton",NA
"8586","2020-04-08 08:35:00",14,"Easton",NA
"8587","2020-04-08 08:35:00",14,"Easton",NA
"8588","2020-04-08 08:35:00",14,"Easton",NA
"8589","2020-04-08 08:35:00",14,"Easton",NA
"8590","2020-04-08 08:35:00",14,"Easton",NA
"8591","2020-04-08 08:35:00",14,"Easton",NA
"8592","2020-04-08 08:35:00",14,"Easton",NA
"8593","2020-04-08 08:35:00",14,"Easton",NA
"8594","2020-04-08 08:35:00",14,"Easton",NA
"8595","2020-04-08 08:35:00",14,"Easton",NA
"8596","2020-04-08 08:35:00",14,"Easton",NA
"8597","2020-04-08 08:35:00",14,"Easton",NA
"8598","2020-04-08 08:35:00",14,"Easton",NA
"8599","2020-04-08 08:35:00",14,"Easton",NA
"8600","2020-04-08 08:35:00",14,"Easton",NA
"8601","2020-04-08 08:35:00",14,"Easton",NA
"8602","2020-04-08 08:35:00",14,"Easton",NA
"8603","2020-04-08 08:35:00",14,"Easton",NA
"8604","2020-04-08 08:35:00",14,"Easton",NA
"8605","2020-04-08 08:35:00",14,"Easton",NA
"8606","2020-04-08 08:35:00",14,"Easton",NA
"8607","2020-04-08 08:35:00",14,"Easton",NA
"8608","2020-04-08 08:35:00",14,"Easton",NA
"8609","2020-04-08 08:35:00",14,"Easton",NA
"8610","2020-04-08 08:35:00",14,"Easton",NA
"8611","2020-04-08 08:35:00",14,"Easton",NA
"8612","2020-04-08 08:35:00",14,"Easton",NA
"8613","2020-04-08 08:35:00",14,"Easton",NA
"8614","2020-04-08 08:35:00",14,"Easton",NA
"8615","2020-04-08 08:35:00",14,"Easton",NA
"8616","2020-04-08 08:35:00",14,"Easton",NA
"8617","2020-04-08 08:35:00",15,"Weston",NA
"8618","2020-04-08 08:35:00",15,"Weston",NA
"8619","2020-04-08 08:35:00",15,"Weston",NA
"8620","2020-04-08 08:35:00",15,"Weston",NA
"8621","2020-04-08 08:35:00",15,"Weston",NA
"8622","2020-04-08 08:35:00",15,"Weston",NA
"8623","2020-04-08 08:35:00",15,"Weston",NA
"8624","2020-04-08 08:35:00",15,"Weston",NA
"8625","2020-04-08 08:35:00",15,"Weston",NA
"8626","2020-04-08 08:35:00",15,"Weston",NA
"8627","2020-04-08 08:35:00",15,"Weston",NA
"8628","2020-04-08 08:35:00",15,"Weston",NA
"8629","2020-04-08 08:35:00",15,"Weston",NA
"8630","2020-04-08 08:35:00",15,"Weston",NA
"8631","2020-04-08 08:35:00",15,"Weston",NA
"8632","2020-04-08 08:35:00",15,"Weston",NA
"8633","2020-04-08 08:35:00",15,"Weston",NA
"8634","2020-04-08 08:35:00",16,"Southton",2
"8635","2020-04-08 08:35:00",16,"Southton",2
"8636","2020-04-08 08:35:00",16,"Southton",2
"8637","2020-04-08 08:35:00",16,"Southton",1
"8638","2020-04-08 08:35:00",16,"Southton",2
"8639","2020-04-08 08:35:00",16,"Southton",3
"8640","2020-04-08 08:35:00",16,"Southton",3
"8641","2020-04-08 08:35:00",16,"Southton",1
"8642","2020-04-08 08:35:00",17,"Oak Willow",NA
"8643","2020-04-08 08:35:00",17,"Oak Willow",NA
"8644","2020-04-08 08:35:00",17,"Oak Willow",NA
"8645","2020-04-08 08:35:00",17,"Oak Willow",NA
"8646","2020-04-08 08:35:00",17,"Oak Willow",NA
"8647","2020-04-08 08:35:00",17,"Oak Willow",NA
"8648","2020-04-08 08:35:00",17,"Oak Willow",NA
"8649","2020-04-08 08:35:00",17,"Oak Willow",NA
"8650","2020-04-08 08:35:00",18,"East Parton",NA
"8651","2020-04-08 08:35:00",18,"East Parton",NA
"8652","2020-04-08 08:35:00",18,"East Parton",NA
"8653","2020-04-08 08:35:00",18,"East Parton",NA
"8654","2020-04-08 08:35:00",18,"East Parton",NA
"8655","2020-04-08 08:35:00",18,"East Parton",NA
"8656","2020-04-08 08:35:00",18,"East Parton",NA
"8657","2020-04-08 08:35:00",18,"East Parton",NA
"8658","2020-04-08 08:35:00",18,"East Parton",NA
"8659","2020-04-08 08:35:00",18,"East Parton",4
"8660","2020-04-08 08:35:00",18,"East Parton",6
"8661","2020-04-08 08:35:00",18,"East Parton",NA
"8662","2020-04-08 08:35:00",18,"East Parton",NA
"8663","2020-04-08 08:35:00",18,"East Parton",NA
"8664","2020-04-08 08:35:00",18,"East Parton",NA
"8665","2020-04-08 08:35:00",18,"East Parton",NA
"8666","2020-04-08 08:35:00",18,"East Parton",NA
"8667","2020-04-08 08:35:00",18,"East Parton",NA
"8668","2020-04-08 08:35:00",18,"East Parton",NA
"8669","2020-04-08 08:35:00",18,"East Parton",NA
