"","time","location","Location_name","power"
"18074","2020-04-08 09:05:00",14,"Easton",6
"18075","2020-04-08 09:05:00",14,"Easton",6
"18076","2020-04-08 09:05:00",14,"Easton",8
"18077","2020-04-08 09:05:00",14,"Easton",7
"18078","2020-04-08 09:05:00",14,"Easton",7
"18079","2020-04-08 09:05:00",14,"Easton",7
"18080","2020-04-08 09:05:00",14,"Easton",7
"18081","2020-04-08 09:05:00",14,"Easton",7
"18082","2020-04-08 09:05:00",14,"Easton",7
"18083","2020-04-08 09:05:00",14,"Easton",7
"18084","2020-04-08 09:05:00",14,"Easton",7
"18085","2020-04-08 09:05:00",14,"Easton",7
"18086","2020-04-08 09:05:00",14,"Easton",7
"18087","2020-04-08 09:05:00",14,"Easton",5
"18088","2020-04-08 09:05:00",14,"Easton",7
"18089","2020-04-08 09:05:00",14,"Easton",7
"18090","2020-04-08 09:05:00",14,"Easton",8
"18091","2020-04-08 09:05:00",14,"Easton",7
"18092","2020-04-08 09:05:00",14,"Easton",7
"18093","2020-04-08 09:05:00",14,"Easton",7
"18094","2020-04-08 09:05:00",14,"Easton",9
"18095","2020-04-08 09:05:00",14,"Easton",7
"18096","2020-04-08 09:05:00",14,"Easton",8
"18097","2020-04-08 09:05:00",14,"Easton",7
"18098","2020-04-08 09:05:00",14,"Easton",6
"18099","2020-04-08 09:05:00",14,"Easton",7
"18100","2020-04-08 09:05:00",14,"Easton",7
"18101","2020-04-08 09:05:00",14,"Easton",7
"18102","2020-04-08 09:05:00",14,"Easton",7
"18103","2020-04-08 09:05:00",14,"Easton",5
"18104","2020-04-08 09:05:00",14,"Easton",8
"18105","2020-04-08 09:05:00",14,"Easton",7
"18106","2020-04-08 09:05:00",14,"Easton",7
"18107","2020-04-08 09:05:00",14,"Easton",7
"18108","2020-04-08 09:05:00",14,"Easton",6
"18109","2020-04-08 09:05:00",14,"Easton",6
"18110","2020-04-08 09:05:00",14,"Easton",7
"18111","2020-04-08 09:05:00",14,"Easton",7
"18112","2020-04-08 09:05:00",14,"Easton",7
"18113","2020-04-08 09:05:00",14,"Easton",6
"18114","2020-04-08 09:05:00",14,"Easton",6
"18115","2020-04-08 09:05:00",14,"Easton",6
"18116","2020-04-08 09:05:00",14,"Easton",6
"18117","2020-04-08 09:05:00",14,"Easton",5
"18118","2020-04-08 09:05:00",14,"Easton",7
"18119","2020-04-08 09:05:00",14,"Easton",8
"18120","2020-04-08 09:05:00",14,"Easton",8
"18121","2020-04-08 09:05:00",14,"Easton",6
"18122","2020-04-08 09:05:00",14,"Easton",7
"18123","2020-04-08 09:05:00",14,"Easton",8
"18124","2020-04-08 09:05:00",14,"Easton",7
"18125","2020-04-08 09:05:00",14,"Easton",7
"18126","2020-04-08 09:05:00",14,"Easton",6
"18127","2020-04-08 09:05:00",14,"Easton",8
"18128","2020-04-08 09:05:00",14,"Easton",6
"18129","2020-04-08 09:05:00",14,"Easton",8
"18130","2020-04-08 09:05:00",14,"Easton",7
"18131","2020-04-08 09:05:00",14,"Easton",7
"18132","2020-04-08 09:05:00",14,"Easton",6
"18133","2020-04-08 09:05:00",14,"Easton",7
"18134","2020-04-08 09:05:00",14,"Easton",6
"18135","2020-04-08 09:05:00",14,"Easton",8
"18136","2020-04-08 09:05:00",14,"Easton",7
"18137","2020-04-08 09:05:00",14,"Easton",6
"18138","2020-04-08 09:05:00",14,"Easton",6
"18139","2020-04-08 09:05:00",14,"Easton",7
"18140","2020-04-08 09:05:00",14,"Easton",7
"18141","2020-04-08 09:05:00",14,"Easton",7
"18142","2020-04-08 09:05:00",14,"Easton",7
"18143","2020-04-08 09:05:00",14,"Easton",6
"18144","2020-04-08 09:05:00",14,"Easton",7
"18145","2020-04-08 09:05:00",14,"Easton",7
"18146","2020-04-08 09:05:00",14,"Easton",6
"18147","2020-04-08 09:05:00",14,"Easton",7
"18148","2020-04-08 09:05:00",14,"Easton",8
"18149","2020-04-08 09:05:00",14,"Easton",7
"18150","2020-04-08 09:05:00",14,"Easton",8
"18151","2020-04-08 09:05:00",14,"Easton",7
"18152","2020-04-08 09:05:00",14,"Easton",7
"18153","2020-04-08 09:05:00",14,"Easton",8
"18154","2020-04-08 09:05:00",14,"Easton",6
"18155","2020-04-08 09:05:00",14,"Easton",7
"18156","2020-04-08 09:05:00",14,"Easton",6
"18157","2020-04-08 09:05:00",14,"Easton",7
"18158","2020-04-08 09:05:00",14,"Easton",7
"18159","2020-04-08 09:05:00",14,"Easton",7
"18160","2020-04-08 09:05:00",14,"Easton",7
"18161","2020-04-08 09:05:00",14,"Easton",7
"18162","2020-04-08 09:05:00",14,"Easton",7
"18163","2020-04-08 09:05:00",14,"Easton",7
"18164","2020-04-08 09:05:00",14,"Easton",6
"18165","2020-04-08 09:05:00",14,"Easton",6
"18166","2020-04-08 09:05:00",14,"Easton",7
"18167","2020-04-08 09:05:00",14,"Easton",9
"18168","2020-04-08 09:05:00",14,"Easton",8
"18169","2020-04-08 09:05:00",14,"Easton",5
"18170","2020-04-08 09:05:00",14,"Easton",6
"18171","2020-04-08 09:05:00",14,"Easton",6
"18172","2020-04-08 09:05:00",14,"Easton",6
"18173","2020-04-08 09:05:00",14,"Easton",7
"18174","2020-04-08 09:05:00",14,"Easton",7
"18175","2020-04-08 09:05:00",14,"Easton",6
"18176","2020-04-08 09:05:00",14,"Easton",7
"18177","2020-04-08 09:05:00",14,"Easton",8
"18178","2020-04-08 09:05:00",14,"Easton",7
"18179","2020-04-08 09:05:00",14,"Easton",6
"18180","2020-04-08 09:05:00",14,"Easton",8
"18181","2020-04-08 09:05:00",14,"Easton",7
"18182","2020-04-08 09:05:00",14,"Easton",6
"18183","2020-04-08 09:05:00",14,"Easton",7
"18184","2020-04-08 09:05:00",14,"Easton",8
"18185","2020-04-08 09:05:00",14,"Easton",6
"18186","2020-04-08 09:05:00",14,"Easton",7
"18187","2020-04-08 09:05:00",14,"Easton",7
"18188","2020-04-08 09:05:00",14,"Easton",6
"18189","2020-04-08 09:05:00",14,"Easton",6
"18190","2020-04-08 09:05:00",14,"Easton",6
"18191","2020-04-08 09:05:00",14,"Easton",8
"18192","2020-04-08 09:05:00",14,"Easton",8
"18193","2020-04-08 09:05:00",14,"Easton",8
"18194","2020-04-08 09:05:00",14,"Easton",8
"18195","2020-04-08 09:05:00",14,"Easton",8
"18196","2020-04-08 09:05:00",14,"Easton",7
"18197","2020-04-08 09:05:00",14,"Easton",8
"18198","2020-04-08 09:05:00",14,"Easton",7
"18199","2020-04-08 09:05:00",14,"Easton",7
"18200","2020-04-08 09:05:00",14,"Easton",6
"18201","2020-04-08 09:05:00",14,"Easton",7
"18202","2020-04-08 09:05:00",14,"Easton",7
"18203","2020-04-08 09:05:00",14,"Easton",6
"18204","2020-04-08 09:05:00",14,"Easton",7
"18205","2020-04-08 09:05:00",14,"Easton",7
"18206","2020-04-08 09:05:00",14,"Easton",6
"18207","2020-04-08 09:05:00",14,"Easton",7
"18208","2020-04-08 09:05:00",14,"Easton",7
"18209","2020-04-08 09:05:00",14,"Easton",6
"18210","2020-04-08 09:05:00",14,"Easton",7
"18211","2020-04-08 09:05:00",14,"Easton",6
"18212","2020-04-08 09:05:00",14,"Easton",7
"18213","2020-04-08 09:05:00",14,"Easton",7
"18214","2020-04-08 09:05:00",14,"Easton",7
"18215","2020-04-08 09:05:00",14,"Easton",7
"18216","2020-04-08 09:05:00",14,"Easton",7
"18217","2020-04-08 09:05:00",14,"Easton",7
"18218","2020-04-08 09:05:00",14,"Easton",7
"18219","2020-04-08 09:05:00",14,"Easton",7
"18220","2020-04-08 09:05:00",14,"Easton",6
"18221","2020-04-08 09:05:00",14,"Easton",8
"18222","2020-04-08 09:05:00",14,"Easton",6
"18223","2020-04-08 09:05:00",14,"Easton",7
"18224","2020-04-08 09:05:00",14,"Easton",7
"18225","2020-04-08 09:05:00",14,"Easton",8
"18226","2020-04-08 09:05:00",14,"Easton",7
"18227","2020-04-08 09:05:00",14,"Easton",7
"18228","2020-04-08 09:05:00",14,"Easton",8
"18229","2020-04-08 09:05:00",14,"Easton",7
"18230","2020-04-08 09:05:00",14,"Easton",7
"18231","2020-04-08 09:05:00",14,"Easton",8
"18232","2020-04-08 09:05:00",14,"Easton",6
"18233","2020-04-08 09:05:00",14,"Easton",8
"18234","2020-04-08 09:05:00",14,"Easton",6
"18235","2020-04-08 09:05:00",14,"Easton",7
"18236","2020-04-08 09:05:00",14,"Easton",6
"18237","2020-04-08 09:05:00",14,"Easton",8
"18238","2020-04-08 09:05:00",14,"Easton",7
"18239","2020-04-08 09:05:00",15,"Weston",3
"18240","2020-04-08 09:05:00",15,"Weston",4
"18241","2020-04-08 09:05:00",15,"Weston",5
"18242","2020-04-08 09:05:00",15,"Weston",3
"18243","2020-04-08 09:05:00",15,"Weston",3
"18244","2020-04-08 09:05:00",15,"Weston",3
"18245","2020-04-08 09:05:00",15,"Weston",2
"18246","2020-04-08 09:05:00",15,"Weston",2
"18247","2020-04-08 09:05:00",15,"Weston",3
"18248","2020-04-08 09:05:00",15,"Weston",2
"18249","2020-04-08 09:05:00",15,"Weston",3
"18250","2020-04-08 09:05:00",15,"Weston",3
"18251","2020-04-08 09:05:00",15,"Weston",3
"18252","2020-04-08 09:05:00",15,"Weston",3
"18253","2020-04-08 09:05:00",15,"Weston",3
"18254","2020-04-08 09:05:00",15,"Weston",3
"18255","2020-04-08 09:05:00",15,"Weston",3
"18256","2020-04-08 09:05:00",15,"Weston",3
"18257","2020-04-08 09:05:00",15,"Weston",3
"18258","2020-04-08 09:05:00",15,"Weston",2
"18259","2020-04-08 09:05:00",15,"Weston",3
"18260","2020-04-08 09:05:00",15,"Weston",2
"18261","2020-04-08 09:05:00",15,"Weston",2
"18262","2020-04-08 09:05:00",15,"Weston",3
"18263","2020-04-08 09:05:00",15,"Weston",4
"18264","2020-04-08 09:05:00",15,"Weston",3
"18265","2020-04-08 09:05:00",15,"Weston",3
"18266","2020-04-08 09:05:00",15,"Weston",3
"18267","2020-04-08 09:05:00",15,"Weston",3
"18268","2020-04-08 09:05:00",15,"Weston",3
"18269","2020-04-08 09:05:00",15,"Weston",4
"18270","2020-04-08 09:05:00",15,"Weston",2
"18271","2020-04-08 09:05:00",15,"Weston",2
"18272","2020-04-08 09:05:00",15,"Weston",3
"18273","2020-04-08 09:05:00",15,"Weston",4
"18274","2020-04-08 09:05:00",15,"Weston",3
"18275","2020-04-08 09:05:00",15,"Weston",2
"18276","2020-04-08 09:05:00",15,"Weston",3
"18277","2020-04-08 09:05:00",15,"Weston",4
"18278","2020-04-08 09:05:00",15,"Weston",2
"18279","2020-04-08 09:05:00",15,"Weston",4
"18280","2020-04-08 09:05:00",15,"Weston",4
"18281","2020-04-08 09:05:00",15,"Weston",3
"18282","2020-04-08 09:05:00",15,"Weston",3
"18283","2020-04-08 09:05:00",15,"Weston",2
"18284","2020-04-08 09:05:00",15,"Weston",3
"18285","2020-04-08 09:05:00",15,"Weston",3
"18286","2020-04-08 09:05:00",15,"Weston",3
"18287","2020-04-08 09:05:00",15,"Weston",3
"18288","2020-04-08 09:05:00",15,"Weston",3
"18289","2020-04-08 09:05:00",15,"Weston",4
"18290","2020-04-08 09:05:00",15,"Weston",3
"18291","2020-04-08 09:05:00",15,"Weston",2
"18292","2020-04-08 09:05:00",15,"Weston",3
"18293","2020-04-08 09:05:00",15,"Weston",2
"18294","2020-04-08 09:05:00",15,"Weston",3
"18295","2020-04-08 09:05:00",15,"Weston",4
"18296","2020-04-08 09:05:00",15,"Weston",2
"18297","2020-04-08 09:05:00",15,"Weston",2
"18298","2020-04-08 09:05:00",15,"Weston",2
"18299","2020-04-08 09:05:00",15,"Weston",2
"18300","2020-04-08 09:05:00",15,"Weston",3
"18301","2020-04-08 09:05:00",15,"Weston",3
"18302","2020-04-08 09:05:00",15,"Weston",4
"18303","2020-04-08 09:05:00",15,"Weston",4
"18304","2020-04-08 09:05:00",15,"Weston",3
"18305","2020-04-08 09:05:00",15,"Weston",4
"18306","2020-04-08 09:05:00",15,"Weston",4
"18307","2020-04-08 09:05:00",15,"Weston",2
"18308","2020-04-08 09:05:00",15,"Weston",2
"18309","2020-04-08 09:05:00",15,"Weston",2
"18310","2020-04-08 09:05:00",15,"Weston",2
"18311","2020-04-08 09:05:00",15,"Weston",3
"18312","2020-04-08 09:05:00",15,"Weston",3
"18313","2020-04-08 09:05:00",15,"Weston",2
"18314","2020-04-08 09:05:00",15,"Weston",3
"18315","2020-04-08 09:05:00",15,"Weston",3
"18316","2020-04-08 09:05:00",15,"Weston",3
"18317","2020-04-08 09:05:00",15,"Weston",3
"18318","2020-04-08 09:05:00",15,"Weston",3
"18319","2020-04-08 09:05:00",15,"Weston",4
"18320","2020-04-08 09:05:00",16,"Southton",2
"18321","2020-04-08 09:05:00",16,"Southton",2
"18322","2020-04-08 09:05:00",16,"Southton",2
"18323","2020-04-08 09:05:00",16,"Southton",3
"18324","2020-04-08 09:05:00",16,"Southton",3
"18325","2020-04-08 09:05:00",16,"Southton",4
"18326","2020-04-08 09:05:00",16,"Southton",1
"18327","2020-04-08 09:05:00",16,"Southton",3
"18328","2020-04-08 09:05:00",16,"Southton",2
"18329","2020-04-08 09:05:00",16,"Southton",2
"18330","2020-04-08 09:05:00",16,"Southton",1
"18331","2020-04-08 09:05:00",16,"Southton",2
"18332","2020-04-08 09:05:00",16,"Southton",2
"18333","2020-04-08 09:05:00",16,"Southton",2
"18334","2020-04-08 09:05:00",16,"Southton",2
"18335","2020-04-08 09:05:00",16,"Southton",2
"18336","2020-04-08 09:05:00",16,"Southton",4
"18337","2020-04-08 09:05:00",16,"Southton",5
"18338","2020-04-08 09:05:00",16,"Southton",6
"18339","2020-04-08 09:05:00",16,"Southton",5
"18340","2020-04-08 09:05:00",16,"Southton",5
"18341","2020-04-08 09:05:00",16,"Southton",4
"18342","2020-04-08 09:05:00",16,"Southton",5
"18343","2020-04-08 09:05:00",16,"Southton",4
"18344","2020-04-08 09:05:00",16,"Southton",5
"18345","2020-04-08 09:05:00",16,"Southton",6
"18346","2020-04-08 09:05:00",16,"Southton",5
"18347","2020-04-08 09:05:00",16,"Southton",6
"18348","2020-04-08 09:05:00",16,"Southton",7
"18349","2020-04-08 09:05:00",17,"Oak Willow",7
"18350","2020-04-08 09:05:00",17,"Oak Willow",6
"18351","2020-04-08 09:05:00",17,"Oak Willow",8
"18352","2020-04-08 09:05:00",17,"Oak Willow",8
"18353","2020-04-08 09:05:00",17,"Oak Willow",6
"18354","2020-04-08 09:05:00",17,"Oak Willow",6
"18355","2020-04-08 09:05:00",17,"Oak Willow",7
"18356","2020-04-08 09:05:00",17,"Oak Willow",7
"18357","2020-04-08 09:05:00",17,"Oak Willow",6
"18358","2020-04-08 09:05:00",17,"Oak Willow",6
"18359","2020-04-08 09:05:00",17,"Oak Willow",7
"18360","2020-04-08 09:05:00",17,"Oak Willow",8
"18361","2020-04-08 09:05:00",17,"Oak Willow",8
"18362","2020-04-08 09:05:00",17,"Oak Willow",9
"18363","2020-04-08 09:05:00",17,"Oak Willow",7
"18364","2020-04-08 09:05:00",17,"Oak Willow",7
"18365","2020-04-08 09:05:00",17,"Oak Willow",8
"18366","2020-04-08 09:05:00",17,"Oak Willow",7
"18367","2020-04-08 09:05:00",17,"Oak Willow",8
"18368","2020-04-08 09:05:00",17,"Oak Willow",7
"18369","2020-04-08 09:05:00",17,"Oak Willow",7
"18370","2020-04-08 09:05:00",17,"Oak Willow",7
"18371","2020-04-08 09:05:00",17,"Oak Willow",5
"18372","2020-04-08 09:05:00",17,"Oak Willow",7
"18373","2020-04-08 09:05:00",17,"Oak Willow",7
"18374","2020-04-08 09:05:00",17,"Oak Willow",8
"18375","2020-04-08 09:05:00",17,"Oak Willow",7
"18376","2020-04-08 09:05:00",17,"Oak Willow",6
"18377","2020-04-08 09:05:00",17,"Oak Willow",7
"18378","2020-04-08 09:05:00",17,"Oak Willow",7
"18379","2020-04-08 09:05:00",17,"Oak Willow",7
"18380","2020-04-08 09:05:00",17,"Oak Willow",7
"18381","2020-04-08 09:05:00",17,"Oak Willow",7
"18382","2020-04-08 09:05:00",17,"Oak Willow",7
"18383","2020-04-08 09:05:00",17,"Oak Willow",7
"18384","2020-04-08 09:05:00",17,"Oak Willow",6
"18385","2020-04-08 09:05:00",17,"Oak Willow",8
"18386","2020-04-08 09:05:00",17,"Oak Willow",8
"18387","2020-04-08 09:05:00",17,"Oak Willow",7
"18388","2020-04-08 09:05:00",17,"Oak Willow",6
"18389","2020-04-08 09:05:00",17,"Oak Willow",7
"18390","2020-04-08 09:05:00",17,"Oak Willow",6
"18391","2020-04-08 09:05:00",18,"East Parton",7
"18392","2020-04-08 09:05:00",18,"East Parton",7
"18393","2020-04-08 09:05:00",18,"East Parton",7
"18394","2020-04-08 09:05:00",18,"East Parton",7
"18395","2020-04-08 09:05:00",18,"East Parton",8
"18396","2020-04-08 09:05:00",18,"East Parton",8
"18397","2020-04-08 09:05:00",18,"East Parton",8
"18398","2020-04-08 09:05:00",18,"East Parton",7
"18399","2020-04-08 09:05:00",18,"East Parton",7
"18400","2020-04-08 09:05:00",18,"East Parton",7
"18401","2020-04-08 09:05:00",18,"East Parton",7
"18402","2020-04-08 09:05:00",18,"East Parton",6
"18403","2020-04-08 09:05:00",18,"East Parton",6
"18404","2020-04-08 09:05:00",18,"East Parton",8
"18405","2020-04-08 09:05:00",18,"East Parton",7
"18406","2020-04-08 09:05:00",18,"East Parton",7
"18407","2020-04-08 09:05:00",18,"East Parton",8
"18408","2020-04-08 09:05:00",18,"East Parton",7
"18409","2020-04-08 09:05:00",18,"East Parton",6
"18410","2020-04-08 09:05:00",18,"East Parton",7
"18411","2020-04-08 09:05:00",18,"East Parton",6
"18412","2020-04-08 09:05:00",18,"East Parton",7
"18413","2020-04-08 09:05:00",18,"East Parton",7
"18414","2020-04-08 09:05:00",18,"East Parton",7
"18415","2020-04-08 09:05:00",18,"East Parton",7
"18416","2020-04-08 09:05:00",18,"East Parton",7
"18417","2020-04-08 09:05:00",18,"East Parton",6
"18418","2020-04-08 09:05:00",18,"East Parton",7
"18419","2020-04-08 09:05:00",18,"East Parton",6
"18420","2020-04-08 09:05:00",18,"East Parton",7
"18421","2020-04-08 09:05:00",18,"East Parton",5
"18422","2020-04-08 09:05:00",18,"East Parton",7
"18423","2020-04-08 09:05:00",18,"East Parton",7
"18424","2020-04-08 09:05:00",18,"East Parton",7
"18425","2020-04-08 09:05:00",18,"East Parton",8
"18426","2020-04-08 09:05:00",18,"East Parton",6
"18427","2020-04-08 09:05:00",18,"East Parton",7
"18428","2020-04-08 09:05:00",18,"East Parton",7
"18429","2020-04-08 09:05:00",18,"East Parton",6
"18430","2020-04-08 09:05:00",18,"East Parton",6
"18431","2020-04-08 09:05:00",18,"East Parton",7
"18432","2020-04-08 09:05:00",18,"East Parton",7
"18433","2020-04-08 09:05:00",18,"East Parton",6
"18434","2020-04-08 09:05:00",18,"East Parton",6
"18435","2020-04-08 09:05:00",18,"East Parton",7
"18436","2020-04-08 09:05:00",18,"East Parton",7
"18437","2020-04-08 09:05:00",18,"East Parton",6
"18438","2020-04-08 09:05:00",18,"East Parton",6
"18439","2020-04-08 09:05:00",18,"East Parton",8
"18440","2020-04-08 09:05:00",18,"East Parton",7
"18441","2020-04-08 09:05:00",18,"East Parton",8
"18442","2020-04-08 09:05:00",18,"East Parton",7
"18443","2020-04-08 09:05:00",18,"East Parton",7
"18444","2020-04-08 09:05:00",18,"East Parton",8
"18445","2020-04-08 09:05:00",18,"East Parton",7
"18446","2020-04-08 09:05:00",18,"East Parton",6
"18447","2020-04-08 09:05:00",18,"East Parton",7
"18448","2020-04-08 09:05:00",18,"East Parton",6
"18449","2020-04-08 09:05:00",18,"East Parton",7
"18450","2020-04-08 09:05:00",18,"East Parton",6
"18451","2020-04-08 09:05:00",18,"East Parton",8
"18452","2020-04-08 09:05:00",18,"East Parton",7
"18453","2020-04-08 09:05:00",18,"East Parton",8
"18454","2020-04-08 09:05:00",18,"East Parton",7
"18455","2020-04-08 09:05:00",18,"East Parton",8
"18456","2020-04-08 09:05:00",18,"East Parton",7
"18457","2020-04-08 09:05:00",18,"East Parton",8
"18458","2020-04-08 09:05:00",18,"East Parton",7
"18459","2020-04-08 09:05:00",18,"East Parton",7
"18460","2020-04-08 09:05:00",18,"East Parton",7
"18461","2020-04-08 09:05:00",18,"East Parton",7
"18462","2020-04-08 09:05:00",18,"East Parton",7
"18463","2020-04-08 09:05:00",18,"East Parton",6
"18464","2020-04-08 09:05:00",18,"East Parton",7
"18465","2020-04-08 09:05:00",18,"East Parton",7
"18466","2020-04-08 09:05:00",18,"East Parton",7
"18467","2020-04-08 09:05:00",18,"East Parton",7
"18468","2020-04-08 09:05:00",18,"East Parton",8
"18469","2020-04-08 09:05:00",18,"East Parton",7
"18470","2020-04-08 09:05:00",18,"East Parton",8
"18471","2020-04-08 09:05:00",18,"East Parton",8
"18472","2020-04-08 09:05:00",18,"East Parton",7
"18473","2020-04-08 09:05:00",18,"East Parton",7
"18474","2020-04-08 09:05:00",18,"East Parton",6
"18475","2020-04-08 09:05:00",18,"East Parton",8
"18476","2020-04-08 09:05:00",18,"East Parton",7
"18477","2020-04-08 09:05:00",18,"East Parton",7
"18478","2020-04-08 09:05:00",18,"East Parton",7
"18479","2020-04-08 09:05:00",18,"East Parton",7
"18480","2020-04-08 09:05:00",18,"East Parton",7
"18481","2020-04-08 09:05:00",18,"East Parton",7
"18482","2020-04-08 09:05:00",18,"East Parton",8
"18483","2020-04-08 09:05:00",18,"East Parton",7
"18484","2020-04-08 09:05:00",18,"East Parton",8
"18485","2020-04-08 09:05:00",18,"East Parton",8
"18486","2020-04-08 09:05:00",18,"East Parton",8
"18487","2020-04-08 09:05:00",18,"East Parton",7
"18488","2020-04-08 09:05:00",18,"East Parton",8
"18489","2020-04-08 09:05:00",18,"East Parton",8
"18490","2020-04-08 09:05:00",18,"East Parton",7
"18491","2020-04-08 09:05:00",18,"East Parton",7
"18492","2020-04-08 09:05:00",18,"East Parton",7
"18493","2020-04-08 09:05:00",18,"East Parton",7
"18494","2020-04-08 09:05:00",18,"East Parton",8
"18495","2020-04-08 09:05:00",18,"East Parton",6
"18496","2020-04-08 09:05:00",18,"East Parton",7
"18497","2020-04-08 09:05:00",18,"East Parton",6
"18498","2020-04-08 09:05:00",18,"East Parton",7
"18499","2020-04-08 09:05:00",18,"East Parton",6
"18500","2020-04-08 09:05:00",18,"East Parton",7
"18501","2020-04-08 09:05:00",18,"East Parton",8
"18502","2020-04-08 09:05:00",18,"East Parton",8
"18503","2020-04-08 09:05:00",18,"East Parton",7
"18504","2020-04-08 09:05:00",18,"East Parton",6
"18505","2020-04-08 09:05:00",18,"East Parton",8
"18506","2020-04-08 09:05:00",18,"East Parton",7
"18507","2020-04-08 09:05:00",18,"East Parton",6
"18508","2020-04-08 09:05:00",18,"East Parton",8
"18509","2020-04-08 09:05:00",18,"East Parton",8
"18510","2020-04-08 09:05:00",18,"East Parton",8
"18511","2020-04-08 09:05:00",18,"East Parton",5
"18512","2020-04-08 09:05:00",18,"East Parton",6
"18513","2020-04-08 09:05:00",18,"East Parton",8
"18514","2020-04-08 09:05:00",18,"East Parton",7
"18515","2020-04-08 09:05:00",18,"East Parton",7
"18516","2020-04-08 09:05:00",18,"East Parton",6
"18517","2020-04-08 09:05:00",19,"West Parton",2
"18518","2020-04-08 09:05:00",19,"West Parton",1
"18519","2020-04-08 09:05:00",19,"West Parton",3
"18520","2020-04-08 09:05:00",19,"West Parton",2
"18521","2020-04-08 09:05:00",19,"West Parton",1
"18522","2020-04-08 09:05:00",19,"West Parton",3
"18523","2020-04-08 09:05:00",19,"West Parton",1
"18524","2020-04-08 09:05:00",19,"West Parton",4
"18525","2020-04-08 09:05:00",19,"West Parton",2
"18526","2020-04-08 09:05:00",19,"West Parton",1
"18527","2020-04-08 09:05:00",19,"West Parton",2
"18528","2020-04-08 09:10:00",1,"Palace Hills",0
"18529","2020-04-08 09:10:00",1,"Palace Hills",1
"18530","2020-04-08 09:10:00",1,"Palace Hills",1
"18531","2020-04-08 09:10:00",1,"Palace Hills",1
"18532","2020-04-08 09:10:00",1,"Palace Hills",1
"18533","2020-04-08 09:10:00",1,"Palace Hills",1
"18534","2020-04-08 09:10:00",1,"Palace Hills",2
"18535","2020-04-08 09:10:00",1,"Palace Hills",0
"18536","2020-04-08 09:10:00",1,"Palace Hills",1
"18537","2020-04-08 09:10:00",1,"Palace Hills",0
"18538","2020-04-08 09:10:00",1,"Palace Hills",2
"18539","2020-04-08 09:10:00",1,"Palace Hills",0
"18540","2020-04-08 09:10:00",1,"Palace Hills",0
"18541","2020-04-08 09:10:00",1,"Palace Hills",2
"18542","2020-04-08 09:10:00",1,"Palace Hills",1
"18543","2020-04-08 09:10:00",1,"Palace Hills",2
"18544","2020-04-08 09:10:00",1,"Palace Hills",1
"18545","2020-04-08 09:10:00",1,"Palace Hills",9
"18546","2020-04-08 09:10:00",1,"Palace Hills",8
"18547","2020-04-08 09:10:00",1,"Palace Hills",9
"18548","2020-04-08 09:10:00",1,"Palace Hills",8
"18549","2020-04-08 09:10:00",1,"Palace Hills",9
"18550","2020-04-08 09:10:00",1,"Palace Hills",10
"18551","2020-04-08 09:10:00",1,"Palace Hills",9
"18552","2020-04-08 09:10:00",1,"Palace Hills",8
"18553","2020-04-08 09:10:00",1,"Palace Hills",10
"18554","2020-04-08 09:10:00",1,"Palace Hills",8
"18555","2020-04-08 09:10:00",1,"Palace Hills",9
"18556","2020-04-08 09:10:00",1,"Palace Hills",9
"18557","2020-04-08 09:10:00",1,"Palace Hills",9
"18558","2020-04-08 09:10:00",1,"Palace Hills",8
"18559","2020-04-08 09:10:00",1,"Palace Hills",9
"18560","2020-04-08 09:10:00",1,"Palace Hills",10
"18561","2020-04-08 09:10:00",1,"Palace Hills",8
"18562","2020-04-08 09:10:00",1,"Palace Hills",10
"18563","2020-04-08 09:10:00",1,"Palace Hills",8
"18564","2020-04-08 09:10:00",1,"Palace Hills",9
"18565","2020-04-08 09:10:00",1,"Palace Hills",10
"18566","2020-04-08 09:10:00",1,"Palace Hills",8
"18567","2020-04-08 09:10:00",1,"Palace Hills",8
"18568","2020-04-08 09:10:00",1,"Palace Hills",8
"18569","2020-04-08 09:10:00",1,"Palace Hills",9
"18570","2020-04-08 09:10:00",1,"Palace Hills",9
"18571","2020-04-08 09:10:00",1,"Palace Hills",9
"18572","2020-04-08 09:10:00",1,"Palace Hills",9
"18573","2020-04-08 09:10:00",1,"Palace Hills",10
"18574","2020-04-08 09:10:00",1,"Palace Hills",9
"18575","2020-04-08 09:10:00",1,"Palace Hills",9
"18576","2020-04-08 09:10:00",1,"Palace Hills",8
"18577","2020-04-08 09:10:00",1,"Palace Hills",10
"18578","2020-04-08 09:10:00",1,"Palace Hills",9
"18579","2020-04-08 09:10:00",1,"Palace Hills",10
"18580","2020-04-08 09:10:00",1,"Palace Hills",10
"18581","2020-04-08 09:10:00",1,"Palace Hills",8
"18582","2020-04-08 09:10:00",1,"Palace Hills",10
"18583","2020-04-08 09:10:00",1,"Palace Hills",8
"18584","2020-04-08 09:10:00",1,"Palace Hills",9
"18585","2020-04-08 09:10:00",2,"Northwest",3
"18586","2020-04-08 09:10:00",2,"Northwest",4
"18587","2020-04-08 09:10:00",2,"Northwest",2
"18588","2020-04-08 09:10:00",2,"Northwest",4
"18589","2020-04-08 09:10:00",2,"Northwest",3
"18590","2020-04-08 09:10:00",2,"Northwest",4
"18591","2020-04-08 09:10:00",2,"Northwest",4
"18592","2020-04-08 09:10:00",2,"Northwest",4
"18593","2020-04-08 09:10:00",2,"Northwest",5
