"","time","location","Location_name","buildings"
"12206","2020-04-08 08:50:00",3,"Old Town",5
"12207","2020-04-08 08:50:00",3,"Old Town",5
"12208","2020-04-08 08:50:00",3,"Old Town",6
"12209","2020-04-08 08:50:00",3,"Old Town",6
"12210","2020-04-08 08:50:00",3,"Old Town",4
"12211","2020-04-08 08:50:00",3,"Old Town",6
"12212","2020-04-08 08:50:00",3,"Old Town",5
"12213","2020-04-08 08:50:00",3,"Old Town",5
"12214","2020-04-08 08:50:00",3,"Old Town",5
"12215","2020-04-08 08:50:00",3,"Old Town",5
"12216","2020-04-08 08:50:00",3,"Old Town",5
"12217","2020-04-08 08:50:00",3,"Old Town",4
"12218","2020-04-08 08:50:00",3,"Old Town",4
"12219","2020-04-08 08:50:00",3,"Old Town",5
"12220","2020-04-08 08:50:00",3,"Old Town",6
"12221","2020-04-08 08:50:00",3,"Old Town",5
"12222","2020-04-08 08:50:00",3,"Old Town",5
"12223","2020-04-08 08:50:00",3,"Old Town",5
"12224","2020-04-08 08:50:00",3,"Old Town",5
"12225","2020-04-08 08:50:00",3,"Old Town",4
"12226","2020-04-08 08:50:00",3,"Old Town",5
"12227","2020-04-08 08:50:00",3,"Old Town",4
"12228","2020-04-08 08:50:00",3,"Old Town",5
"12229","2020-04-08 08:50:00",3,"Old Town",6
"12230","2020-04-08 08:50:00",3,"Old Town",6
"12231","2020-04-08 08:50:00",3,"Old Town",4
"12232","2020-04-08 08:50:00",3,"Old Town",5
"12233","2020-04-08 08:50:00",3,"Old Town",5
"12234","2020-04-08 08:50:00",3,"Old Town",5
"12235","2020-04-08 08:50:00",3,"Old Town",6
"12236","2020-04-08 08:50:00",3,"Old Town",4
"12237","2020-04-08 08:50:00",3,"Old Town",6
"12238","2020-04-08 08:50:00",3,"Old Town",5
"12239","2020-04-08 08:50:00",3,"Old Town",5
"12240","2020-04-08 08:50:00",3,"Old Town",5
"12241","2020-04-08 08:50:00",3,"Old Town",5
"12242","2020-04-08 08:50:00",3,"Old Town",5
"12243","2020-04-08 08:50:00",3,"Old Town",4
"12244","2020-04-08 08:50:00",3,"Old Town",5
"12245","2020-04-08 08:50:00",3,"Old Town",5
"12246","2020-04-08 08:50:00",3,"Old Town",5
"12247","2020-04-08 08:50:00",3,"Old Town",5
"12248","2020-04-08 08:50:00",3,"Old Town",4
"12249","2020-04-08 08:50:00",3,"Old Town",5
"12250","2020-04-08 08:50:00",3,"Old Town",5
"12251","2020-04-08 08:50:00",3,"Old Town",5
"12252","2020-04-08 08:50:00",3,"Old Town",4
"12253","2020-04-08 08:50:00",3,"Old Town",5
"12254","2020-04-08 08:50:00",3,"Old Town",5
"12255","2020-04-08 08:50:00",3,"Old Town",5
"12256","2020-04-08 08:50:00",3,"Old Town",6
"12257","2020-04-08 08:50:00",3,"Old Town",5
"12258","2020-04-08 08:50:00",3,"Old Town",4
"12259","2020-04-08 08:50:00",3,"Old Town",5
"12260","2020-04-08 08:50:00",3,"Old Town",5
"12261","2020-04-08 08:50:00",3,"Old Town",6
"12262","2020-04-08 08:50:00",3,"Old Town",6
"12263","2020-04-08 08:50:00",3,"Old Town",5
"12264","2020-04-08 08:50:00",3,"Old Town",5
"12265","2020-04-08 08:50:00",3,"Old Town",4
"12266","2020-04-08 08:50:00",3,"Old Town",4
"12267","2020-04-08 08:50:00",3,"Old Town",4
"12268","2020-04-08 08:50:00",3,"Old Town",5
"12269","2020-04-08 08:50:00",3,"Old Town",5
"12270","2020-04-08 08:50:00",3,"Old Town",6
"12271","2020-04-08 08:50:00",3,"Old Town",5
"12272","2020-04-08 08:50:00",3,"Old Town",5
"12273","2020-04-08 08:50:00",3,"Old Town",5
"12274","2020-04-08 08:50:00",3,"Old Town",6
"12275","2020-04-08 08:50:00",3,"Old Town",4
"12276","2020-04-08 08:50:00",3,"Old Town",5
"12277","2020-04-08 08:50:00",3,"Old Town",4
"12278","2020-04-08 08:50:00",3,"Old Town",6
"12279","2020-04-08 08:50:00",3,"Old Town",5
"12280","2020-04-08 08:50:00",3,"Old Town",4
"12281","2020-04-08 08:50:00",3,"Old Town",5
"12282","2020-04-08 08:50:00",3,"Old Town",5
"12283","2020-04-08 08:50:00",3,"Old Town",5
"12284","2020-04-08 08:50:00",3,"Old Town",5
"12285","2020-04-08 08:50:00",3,"Old Town",5
"12286","2020-04-08 08:50:00",3,"Old Town",4
"12287","2020-04-08 08:50:00",3,"Old Town",6
"12288","2020-04-08 08:50:00",3,"Old Town",5
"12289","2020-04-08 08:50:00",3,"Old Town",4
"12290","2020-04-08 08:50:00",3,"Old Town",6
"12291","2020-04-08 08:50:00",3,"Old Town",5
"12292","2020-04-08 08:50:00",3,"Old Town",6
"12293","2020-04-08 08:50:00",3,"Old Town",4
"12294","2020-04-08 08:50:00",3,"Old Town",5
"12295","2020-04-08 08:50:00",3,"Old Town",5
"12296","2020-04-08 08:50:00",3,"Old Town",5
"12297","2020-04-08 08:50:00",3,"Old Town",6
"12298","2020-04-08 08:50:00",3,"Old Town",5
"12299","2020-04-08 08:50:00",3,"Old Town",5
"12300","2020-04-08 08:50:00",3,"Old Town",5
"12301","2020-04-08 08:50:00",3,"Old Town",5
"12302","2020-04-08 08:50:00",3,"Old Town",5
"12303","2020-04-08 08:50:00",3,"Old Town",4
"12304","2020-04-08 08:50:00",3,"Old Town",4
"12305","2020-04-08 08:50:00",3,"Old Town",6
"12306","2020-04-08 08:50:00",3,"Old Town",5
"12307","2020-04-08 08:50:00",3,"Old Town",4
"12308","2020-04-08 08:50:00",3,"Old Town",5
"12309","2020-04-08 08:50:00",3,"Old Town",5
"12310","2020-04-08 08:50:00",3,"Old Town",5
"12311","2020-04-08 08:50:00",3,"Old Town",5
"12312","2020-04-08 08:50:00",3,"Old Town",5
"12313","2020-04-08 08:50:00",3,"Old Town",4
"12314","2020-04-08 08:50:00",3,"Old Town",5
"12315","2020-04-08 08:50:00",3,"Old Town",3
"12316","2020-04-08 08:50:00",3,"Old Town",5
"12317","2020-04-08 08:50:00",3,"Old Town",5
"12318","2020-04-08 08:50:00",3,"Old Town",6
"12319","2020-04-08 08:50:00",3,"Old Town",5
"12320","2020-04-08 08:50:00",3,"Old Town",5
"12321","2020-04-08 08:50:00",3,"Old Town",6
"12322","2020-04-08 08:50:00",3,"Old Town",6
"12323","2020-04-08 08:50:00",3,"Old Town",5
"12324","2020-04-08 08:50:00",3,"Old Town",5
"12325","2020-04-08 08:50:00",3,"Old Town",6
"12326","2020-04-08 08:50:00",3,"Old Town",5
"12327","2020-04-08 08:50:00",3,"Old Town",5
"12328","2020-04-08 08:50:00",3,"Old Town",6
"12329","2020-04-08 08:50:00",3,"Old Town",4
"12330","2020-04-08 08:50:00",3,"Old Town",5
"12331","2020-04-08 08:50:00",3,"Old Town",4
"12332","2020-04-08 08:50:00",3,"Old Town",6
"12333","2020-04-08 08:50:00",3,"Old Town",5
"12334","2020-04-08 08:50:00",3,"Old Town",4
"12335","2020-04-08 08:50:00",3,"Old Town",5
"12336","2020-04-08 08:50:00",3,"Old Town",5
"12337","2020-04-08 08:50:00",3,"Old Town",6
"12338","2020-04-08 08:50:00",3,"Old Town",5
"12339","2020-04-08 08:50:00",3,"Old Town",4
"12340","2020-04-08 08:50:00",3,"Old Town",5
"12341","2020-04-08 08:50:00",3,"Old Town",6
"12342","2020-04-08 08:50:00",3,"Old Town",3
"12343","2020-04-08 08:50:00",3,"Old Town",5
"12344","2020-04-08 08:50:00",3,"Old Town",6
"12345","2020-04-08 08:50:00",3,"Old Town",5
"12346","2020-04-08 08:50:00",3,"Old Town",5
"12347","2020-04-08 08:50:00",3,"Old Town",5
"12348","2020-04-08 08:50:00",3,"Old Town",5
"12349","2020-04-08 08:50:00",3,"Old Town",6
"12350","2020-04-08 08:50:00",3,"Old Town",4
"12351","2020-04-08 08:50:00",3,"Old Town",6
"12352","2020-04-08 08:50:00",3,"Old Town",5
"12353","2020-04-08 08:50:00",3,"Old Town",4
"12354","2020-04-08 08:50:00",3,"Old Town",6
"12355","2020-04-08 08:50:00",3,"Old Town",4
"12356","2020-04-08 08:50:00",3,"Old Town",4
"12357","2020-04-08 08:50:00",3,"Old Town",6
"12358","2020-04-08 08:50:00",3,"Old Town",5
"12359","2020-04-08 08:50:00",3,"Old Town",5
"12360","2020-04-08 08:50:00",3,"Old Town",5
"12361","2020-04-08 08:50:00",3,"Old Town",6
"12362","2020-04-08 08:50:00",3,"Old Town",6
"12363","2020-04-08 08:50:00",3,"Old Town",6
"12364","2020-04-08 08:50:00",3,"Old Town",5
"12365","2020-04-08 08:50:00",3,"Old Town",5
"12366","2020-04-08 08:50:00",3,"Old Town",4
"12367","2020-04-08 08:50:00",3,"Old Town",6
"12368","2020-04-08 08:50:00",3,"Old Town",5
"12369","2020-04-08 08:50:00",3,"Old Town",5
"12370","2020-04-08 08:50:00",3,"Old Town",5
"12371","2020-04-08 08:50:00",3,"Old Town",5
"12372","2020-04-08 08:50:00",3,"Old Town",4
"12373","2020-04-08 08:50:00",3,"Old Town",6
"12374","2020-04-08 08:50:00",3,"Old Town",5
"12375","2020-04-08 08:50:00",3,"Old Town",5
"12376","2020-04-08 08:50:00",3,"Old Town",5
"12377","2020-04-08 08:50:00",3,"Old Town",4
"12378","2020-04-08 08:50:00",3,"Old Town",6
"12379","2020-04-08 08:50:00",3,"Old Town",6
"12380","2020-04-08 08:50:00",3,"Old Town",7
"12381","2020-04-08 08:50:00",3,"Old Town",5
"12382","2020-04-08 08:50:00",3,"Old Town",4
"12383","2020-04-08 08:50:00",3,"Old Town",5
"12384","2020-04-08 08:50:00",3,"Old Town",6
"12385","2020-04-08 08:50:00",3,"Old Town",6
"12386","2020-04-08 08:50:00",3,"Old Town",5
"12387","2020-04-08 08:50:00",3,"Old Town",6
"12388","2020-04-08 08:50:00",3,"Old Town",4
"12389","2020-04-08 08:50:00",3,"Old Town",4
"12390","2020-04-08 08:50:00",3,"Old Town",5
"12391","2020-04-08 08:50:00",3,"Old Town",4
"12392","2020-04-08 08:50:00",3,"Old Town",4
"12393","2020-04-08 08:50:00",3,"Old Town",4
"12394","2020-04-08 08:50:00",3,"Old Town",6
"12395","2020-04-08 08:50:00",3,"Old Town",5
"12396","2020-04-08 08:50:00",3,"Old Town",6
"12397","2020-04-08 08:50:00",3,"Old Town",5
"12398","2020-04-08 08:50:00",3,"Old Town",5
"12399","2020-04-08 08:50:00",3,"Old Town",4
"12400","2020-04-08 08:50:00",3,"Old Town",5
"12401","2020-04-08 08:50:00",3,"Old Town",6
"12402","2020-04-08 08:50:00",3,"Old Town",5
"12403","2020-04-08 08:50:00",3,"Old Town",6
"12404","2020-04-08 08:50:00",3,"Old Town",6
"12405","2020-04-08 08:50:00",3,"Old Town",5
"12406","2020-04-08 08:50:00",3,"Old Town",5
"12407","2020-04-08 08:50:00",3,"Old Town",5
"12408","2020-04-08 08:50:00",3,"Old Town",5
"12409","2020-04-08 08:50:00",3,"Old Town",5
"12410","2020-04-08 08:50:00",3,"Old Town",4
"12411","2020-04-08 08:50:00",3,"Old Town",5
"12412","2020-04-08 08:50:00",3,"Old Town",4
"12413","2020-04-08 08:50:00",3,"Old Town",5
"12414","2020-04-08 08:50:00",3,"Old Town",4
"12415","2020-04-08 08:50:00",3,"Old Town",5
"12416","2020-04-08 08:50:00",3,"Old Town",5
"12417","2020-04-08 08:50:00",3,"Old Town",5
"12418","2020-04-08 08:50:00",3,"Old Town",4
"12419","2020-04-08 08:50:00",3,"Old Town",7
"12420","2020-04-08 08:50:00",3,"Old Town",5
"12421","2020-04-08 08:50:00",3,"Old Town",5
"12422","2020-04-08 08:50:00",3,"Old Town",4
"12423","2020-04-08 08:50:00",3,"Old Town",5
"12424","2020-04-08 08:50:00",3,"Old Town",5
"12425","2020-04-08 08:50:00",3,"Old Town",6
"12426","2020-04-08 08:50:00",3,"Old Town",4
"12427","2020-04-08 08:50:00",3,"Old Town",5
"12428","2020-04-08 08:50:00",3,"Old Town",6
"12429","2020-04-08 08:50:00",3,"Old Town",6
"12430","2020-04-08 08:50:00",3,"Old Town",5
"12431","2020-04-08 08:50:00",3,"Old Town",5
"12432","2020-04-08 08:50:00",3,"Old Town",5
"12433","2020-04-08 08:50:00",3,"Old Town",4
"12434","2020-04-08 08:50:00",3,"Old Town",8
"12435","2020-04-08 08:50:00",3,"Old Town",5
"12436","2020-04-08 08:50:00",3,"Old Town",4
"12437","2020-04-08 08:50:00",3,"Old Town",6
"12438","2020-04-08 08:50:00",3,"Old Town",5
"12439","2020-04-08 08:50:00",3,"Old Town",6
"12440","2020-04-08 08:50:00",3,"Old Town",5
"12441","2020-04-08 08:50:00",3,"Old Town",4
"12442","2020-04-08 08:50:00",3,"Old Town",6
"12443","2020-04-08 08:50:00",3,"Old Town",6
"12444","2020-04-08 08:50:00",3,"Old Town",5
"12445","2020-04-08 08:50:00",3,"Old Town",5
"12446","2020-04-08 08:50:00",3,"Old Town",5
"12447","2020-04-08 08:50:00",3,"Old Town",4
"12448","2020-04-08 08:50:00",3,"Old Town",6
"12449","2020-04-08 08:50:00",3,"Old Town",5
"12450","2020-04-08 08:50:00",3,"Old Town",5
"12451","2020-04-08 08:50:00",3,"Old Town",5
"12452","2020-04-08 08:50:00",3,"Old Town",5
"12453","2020-04-08 08:50:00",3,"Old Town",5
"12454","2020-04-08 08:50:00",3,"Old Town",6
"12455","2020-04-08 08:50:00",3,"Old Town",5
"12456","2020-04-08 08:50:00",3,"Old Town",6
"12457","2020-04-08 08:50:00",3,"Old Town",4
"12458","2020-04-08 08:50:00",3,"Old Town",6
"12459","2020-04-08 08:50:00",3,"Old Town",4
"12460","2020-04-08 08:50:00",3,"Old Town",5
"12461","2020-04-08 08:50:00",3,"Old Town",6
"12462","2020-04-08 08:50:00",3,"Old Town",5
"12463","2020-04-08 08:50:00",3,"Old Town",5
"12464","2020-04-08 08:50:00",3,"Old Town",6
"12465","2020-04-08 08:50:00",3,"Old Town",6
"12466","2020-04-08 08:50:00",3,"Old Town",4
"12467","2020-04-08 08:50:00",3,"Old Town",4
"12468","2020-04-08 08:50:00",3,"Old Town",4
"12469","2020-04-08 08:50:00",3,"Old Town",5
"12470","2020-04-08 08:50:00",3,"Old Town",5
"12471","2020-04-08 08:50:00",3,"Old Town",5
"12472","2020-04-08 08:50:00",3,"Old Town",5
"12473","2020-04-08 08:50:00",3,"Old Town",5
"12474","2020-04-08 08:50:00",3,"Old Town",5
"12475","2020-04-08 08:50:00",3,"Old Town",6
"12476","2020-04-08 08:50:00",3,"Old Town",5
"12477","2020-04-08 08:50:00",3,"Old Town",5
"12478","2020-04-08 08:50:00",3,"Old Town",4
"12479","2020-04-08 08:50:00",3,"Old Town",6
"12480","2020-04-08 08:50:00",3,"Old Town",5
"12481","2020-04-08 08:50:00",3,"Old Town",5
"12482","2020-04-08 08:50:00",3,"Old Town",5
"12483","2020-04-08 08:50:00",3,"Old Town",5
"12484","2020-04-08 08:50:00",3,"Old Town",5
"12485","2020-04-08 08:50:00",3,"Old Town",5
"12486","2020-04-08 08:50:00",3,"Old Town",6
"12487","2020-04-08 08:50:00",3,"Old Town",4
"12488","2020-04-08 08:50:00",3,"Old Town",5
"12489","2020-04-08 08:50:00",3,"Old Town",6
"12490","2020-04-08 08:50:00",3,"Old Town",5
"12491","2020-04-08 08:50:00",3,"Old Town",5
"12492","2020-04-08 08:50:00",3,"Old Town",5
"12493","2020-04-08 08:50:00",3,"Old Town",5
"12494","2020-04-08 08:50:00",3,"Old Town",5
"12495","2020-04-08 08:50:00",3,"Old Town",5
"12496","2020-04-08 08:50:00",3,"Old Town",4
"12497","2020-04-08 08:50:00",3,"Old Town",5
"12498","2020-04-08 08:50:00",3,"Old Town",4
"12499","2020-04-08 08:50:00",3,"Old Town",6
"12500","2020-04-08 08:50:00",3,"Old Town",6
"12501","2020-04-08 08:50:00",3,"Old Town",5
"12502","2020-04-08 08:50:00",3,"Old Town",6
"12503","2020-04-08 08:50:00",3,"Old Town",5
"12504","2020-04-08 08:50:00",3,"Old Town",5
"12505","2020-04-08 08:50:00",3,"Old Town",5
"12506","2020-04-08 08:50:00",3,"Old Town",6
"12507","2020-04-08 08:50:00",3,"Old Town",5
"12508","2020-04-08 08:50:00",3,"Old Town",6
"12509","2020-04-08 08:50:00",3,"Old Town",4
"12510","2020-04-08 08:50:00",3,"Old Town",6
"12511","2020-04-08 08:50:00",3,"Old Town",6
"12512","2020-04-08 08:50:00",3,"Old Town",5
"12513","2020-04-08 08:50:00",3,"Old Town",5
"12514","2020-04-08 08:50:00",3,"Old Town",6
"12515","2020-04-08 08:50:00",3,"Old Town",4
"12516","2020-04-08 08:50:00",3,"Old Town",5
"12517","2020-04-08 08:50:00",3,"Old Town",5
"12518","2020-04-08 08:50:00",3,"Old Town",5
"12519","2020-04-08 08:50:00",3,"Old Town",5
"12520","2020-04-08 08:50:00",3,"Old Town",7
"12521","2020-04-08 08:50:00",3,"Old Town",5
"12522","2020-04-08 08:50:00",3,"Old Town",5
"12523","2020-04-08 08:50:00",3,"Old Town",5
"12524","2020-04-08 08:50:00",3,"Old Town",5
"12525","2020-04-08 08:50:00",3,"Old Town",5
"12526","2020-04-08 08:50:00",3,"Old Town",6
"12527","2020-04-08 08:50:00",3,"Old Town",5
"12528","2020-04-08 08:50:00",3,"Old Town",5
"12529","2020-04-08 08:50:00",3,"Old Town",6
"12530","2020-04-08 08:50:00",3,"Old Town",5
"12531","2020-04-08 08:50:00",3,"Old Town",6
"12532","2020-04-08 08:50:00",3,"Old Town",3
"12533","2020-04-08 08:50:00",3,"Old Town",5
"12534","2020-04-08 08:50:00",3,"Old Town",5
"12535","2020-04-08 08:50:00",3,"Old Town",5
"12536","2020-04-08 08:50:00",3,"Old Town",5
"12537","2020-04-08 08:50:00",3,"Old Town",4
"12538","2020-04-08 08:50:00",3,"Old Town",5
"12539","2020-04-08 08:50:00",3,"Old Town",4
"12540","2020-04-08 08:50:00",3,"Old Town",5
"12541","2020-04-08 08:50:00",3,"Old Town",5
"12542","2020-04-08 08:50:00",3,"Old Town",7
"12543","2020-04-08 08:50:00",3,"Old Town",4
"12544","2020-04-08 08:50:00",3,"Old Town",4
"12545","2020-04-08 08:50:00",3,"Old Town",6
"12546","2020-04-08 08:50:00",3,"Old Town",5
"12547","2020-04-08 08:50:00",3,"Old Town",5
"12548","2020-04-08 08:50:00",3,"Old Town",5
"12549","2020-04-08 08:50:00",3,"Old Town",6
"12550","2020-04-08 08:50:00",3,"Old Town",6
"12551","2020-04-08 08:50:00",3,"Old Town",4
"12552","2020-04-08 08:50:00",3,"Old Town",5
"12553","2020-04-08 08:50:00",3,"Old Town",5
"12554","2020-04-08 08:50:00",3,"Old Town",4
"12555","2020-04-08 08:50:00",3,"Old Town",5
"12556","2020-04-08 08:50:00",3,"Old Town",6
"12557","2020-04-08 08:50:00",3,"Old Town",5
"12558","2020-04-08 08:50:00",3,"Old Town",4
"12559","2020-04-08 08:50:00",3,"Old Town",5
"12560","2020-04-08 08:50:00",3,"Old Town",6
"12561","2020-04-08 08:50:00",3,"Old Town",5
"12562","2020-04-08 08:50:00",3,"Old Town",4
"12563","2020-04-08 08:50:00",3,"Old Town",5
"12564","2020-04-08 08:50:00",3,"Old Town",5
"12565","2020-04-08 08:50:00",3,"Old Town",4
"12566","2020-04-08 08:50:00",3,"Old Town",5
"12567","2020-04-08 08:50:00",3,"Old Town",6
"12568","2020-04-08 08:50:00",3,"Old Town",6
"12569","2020-04-08 08:50:00",3,"Old Town",4
"12570","2020-04-08 08:50:00",3,"Old Town",5
"12571","2020-04-08 08:50:00",3,"Old Town",4
"12572","2020-04-08 08:50:00",3,"Old Town",5
"12573","2020-04-08 08:50:00",3,"Old Town",4
"12574","2020-04-08 08:50:00",3,"Old Town",5
"12575","2020-04-08 08:50:00",3,"Old Town",5
"12576","2020-04-08 08:50:00",3,"Old Town",6
"12577","2020-04-08 08:50:00",3,"Old Town",4
"12578","2020-04-08 08:50:00",3,"Old Town",5
"12579","2020-04-08 08:50:00",3,"Old Town",5
"12580","2020-04-08 08:50:00",3,"Old Town",6
"12581","2020-04-08 08:50:00",3,"Old Town",5
"12582","2020-04-08 08:50:00",3,"Old Town",4
"12583","2020-04-08 08:50:00",3,"Old Town",4
"12584","2020-04-08 08:50:00",3,"Old Town",3
"12585","2020-04-08 08:50:00",3,"Old Town",4
"12586","2020-04-08 08:50:00",3,"Old Town",6
"12587","2020-04-08 08:50:00",3,"Old Town",5
"12588","2020-04-08 08:50:00",3,"Old Town",3
"12589","2020-04-08 08:50:00",3,"Old Town",4
"12590","2020-04-08 08:50:00",3,"Old Town",5
"12591","2020-04-08 08:50:00",3,"Old Town",5
"12592","2020-04-08 08:50:00",3,"Old Town",3
"12593","2020-04-08 08:50:00",3,"Old Town",5
"12594","2020-04-08 08:50:00",3,"Old Town",5
"12595","2020-04-08 08:50:00",3,"Old Town",5
"12596","2020-04-08 08:50:00",3,"Old Town",5
"12597","2020-04-08 08:50:00",3,"Old Town",5
"12598","2020-04-08 08:50:00",3,"Old Town",5
"12599","2020-04-08 08:50:00",3,"Old Town",6
"12600","2020-04-08 08:50:00",3,"Old Town",6
"12601","2020-04-08 08:50:00",3,"Old Town",5
"12602","2020-04-08 08:50:00",3,"Old Town",6
"12603","2020-04-08 08:50:00",3,"Old Town",4
"12604","2020-04-08 08:50:00",4,"Safe Town",2
"12605","2020-04-08 08:50:00",4,"Safe Town",2
"12606","2020-04-08 08:50:00",4,"Safe Town",1
"12607","2020-04-08 08:50:00",4,"Safe Town",2
"12608","2020-04-08 08:50:00",4,"Safe Town",2
"12609","2020-04-08 08:50:00",4,"Safe Town",2
"12610","2020-04-08 08:50:00",4,"Safe Town",2
"12611","2020-04-08 08:50:00",4,"Safe Town",0
"12612","2020-04-08 08:50:00",4,"Safe Town",1
"12613","2020-04-08 08:50:00",4,"Safe Town",2
"12614","2020-04-08 08:50:00",4,"Safe Town",2
"12615","2020-04-08 08:50:00",4,"Safe Town",1
"12616","2020-04-08 08:50:00",4,"Safe Town",2
"12617","2020-04-08 08:50:00",4,"Safe Town",2
"12618","2020-04-08 08:50:00",4,"Safe Town",4
"12619","2020-04-08 08:50:00",4,"Safe Town",2
"12620","2020-04-08 08:50:00",4,"Safe Town",2
"12621","2020-04-08 08:50:00",4,"Safe Town",2
"12622","2020-04-08 08:50:00",4,"Safe Town",2
"12623","2020-04-08 08:50:00",4,"Safe Town",3
"12624","2020-04-08 08:50:00",4,"Safe Town",2
"12625","2020-04-08 08:50:00",4,"Safe Town",2
"12626","2020-04-08 08:50:00",4,"Safe Town",1
"12627","2020-04-08 08:50:00",4,"Safe Town",2
"12628","2020-04-08 08:50:00",4,"Safe Town",4
"12629","2020-04-08 08:50:00",4,"Safe Town",3
"12630","2020-04-08 08:50:00",4,"Safe Town",2
"12631","2020-04-08 08:50:00",5,"Southwest",3
"12632","2020-04-08 08:50:00",5,"Southwest",3
"12633","2020-04-08 08:50:00",5,"Southwest",4
"12634","2020-04-08 08:50:00",5,"Southwest",1
"12635","2020-04-08 08:50:00",5,"Southwest",3
"12636","2020-04-08 08:50:00",5,"Southwest",2
"12637","2020-04-08 08:50:00",5,"Southwest",2
"12638","2020-04-08 08:50:00",5,"Southwest",2
"12639","2020-04-08 08:50:00",5,"Southwest",4
"12640","2020-04-08 08:50:00",5,"Southwest",3
"12641","2020-04-08 08:50:00",5,"Southwest",3
"12642","2020-04-08 08:50:00",5,"Southwest",3
"12643","2020-04-08 08:50:00",5,"Southwest",3
"12644","2020-04-08 08:50:00",5,"Southwest",4
"12645","2020-04-08 08:50:00",5,"Southwest",3
"12646","2020-04-08 08:50:00",5,"Southwest",3
"12647","2020-04-08 08:50:00",5,"Southwest",3
"12648","2020-04-08 08:50:00",5,"Southwest",4
"12649","2020-04-08 08:50:00",5,"Southwest",3
"12650","2020-04-08 08:50:00",5,"Southwest",3
"12651","2020-04-08 08:50:00",5,"Southwest",3
"12652","2020-04-08 08:50:00",5,"Southwest",3
"12653","2020-04-08 08:50:00",5,"Southwest",2
"12654","2020-04-08 08:50:00",5,"Southwest",3
"12655","2020-04-08 08:50:00",6,"Downtown",6
"12656","2020-04-08 08:50:00",6,"Downtown",1
"12657","2020-04-08 08:50:00",6,"Downtown",2
"12658","2020-04-08 08:50:00",6,"Downtown",2
"12659","2020-04-08 08:50:00",6,"Downtown",2
"12660","2020-04-08 08:50:00",6,"Downtown",3
"12661","2020-04-08 08:50:00",6,"Downtown",1
"12662","2020-04-08 08:50:00",6,"Downtown",1
"12663","2020-04-08 08:50:00",6,"Downtown",2
"12664","2020-04-08 08:50:00",6,"Downtown",3
"12665","2020-04-08 08:50:00",6,"Downtown",1
"12666","2020-04-08 08:50:00",6,"Downtown",2
"12667","2020-04-08 08:50:00",6,"Downtown",1
"12668","2020-04-08 08:50:00",6,"Downtown",2
"12669","2020-04-08 08:50:00",6,"Downtown",2
"12670","2020-04-08 08:50:00",6,"Downtown",1
"12671","2020-04-08 08:50:00",6,"Downtown",2
"12672","2020-04-08 08:50:00",6,"Downtown",2
"12673","2020-04-08 08:50:00",6,"Downtown",2
"12674","2020-04-08 08:50:00",6,"Downtown",2
"12675","2020-04-08 08:50:00",6,"Downtown",2
"12676","2020-04-08 08:50:00",6,"Downtown",1
"12677","2020-04-08 08:50:00",6,"Downtown",3
"12678","2020-04-08 08:50:00",6,"Downtown",0
"12679","2020-04-08 08:50:00",6,"Downtown",2
"12680","2020-04-08 08:50:00",6,"Downtown",1
"12681","2020-04-08 08:50:00",6,"Downtown",1
"12682","2020-04-08 08:50:00",6,"Downtown",1
"12683","2020-04-08 08:50:00",6,"Downtown",1
"12684","2020-04-08 08:50:00",6,"Downtown",1
"12685","2020-04-08 08:50:00",6,"Downtown",1
"12686","2020-04-08 08:50:00",6,"Downtown",3
"12687","2020-04-08 08:50:00",6,"Downtown",2
"12688","2020-04-08 08:50:00",6,"Downtown",2
"12689","2020-04-08 08:50:00",6,"Downtown",1
"12690","2020-04-08 08:50:00",6,"Downtown",2
"12691","2020-04-08 08:50:00",6,"Downtown",2
"12692","2020-04-08 08:50:00",6,"Downtown",1
"12693","2020-04-08 08:50:00",6,"Downtown",3
"12694","2020-04-08 08:50:00",6,"Downtown",3
"12695","2020-04-08 08:50:00",6,"Downtown",2
"12696","2020-04-08 08:50:00",6,"Downtown",3
"12697","2020-04-08 08:50:00",6,"Downtown",2
"12698","2020-04-08 08:50:00",6,"Downtown",3
"12699","2020-04-08 08:50:00",6,"Downtown",2
"12700","2020-04-08 08:50:00",6,"Downtown",3
"12701","2020-04-08 08:50:00",6,"Downtown",2
"12702","2020-04-08 08:50:00",7,"Wilson Forest",NA
"12703","2020-04-08 08:50:00",7,"Wilson Forest",NA
"12704","2020-04-08 08:50:00",7,"Wilson Forest",NA
"12705","2020-04-08 08:50:00",7,"Wilson Forest",NA
"12706","2020-04-08 08:50:00",8,"Scenic Vista",6
"12707","2020-04-08 08:50:00",8,"Scenic Vista",5
"12708","2020-04-08 08:50:00",8,"Scenic Vista",5
"12709","2020-04-08 08:50:00",8,"Scenic Vista",7
"12710","2020-04-08 08:50:00",8,"Scenic Vista",5
"12711","2020-04-08 08:50:00",8,"Scenic Vista",6
"12712","2020-04-08 08:50:00",8,"Scenic Vista",5
"12713","2020-04-08 08:50:00",8,"Scenic Vista",5
"12714","2020-04-08 08:50:00",8,"Scenic Vista",5
"12715","2020-04-08 08:50:00",8,"Scenic Vista",5
"12716","2020-04-08 08:50:00",8,"Scenic Vista",6
"12717","2020-04-08 08:50:00",8,"Scenic Vista",6
"12718","2020-04-08 08:50:00",8,"Scenic Vista",6
"12719","2020-04-08 08:50:00",8,"Scenic Vista",5
