"","time","location","Location_name","roads_and_bridges"
"20839","2020-04-08 09:15:00",7,"Wilson Forest",6
"20840","2020-04-08 09:15:00",7,"Wilson Forest",7
"20841","2020-04-08 09:15:00",7,"Wilson Forest",6
"20842","2020-04-08 09:15:00",8,"Scenic Vista",2
"20843","2020-04-08 09:15:00",8,"Scenic Vista",4
"20844","2020-04-08 09:15:00",8,"Scenic Vista",6
"20845","2020-04-08 09:15:00",8,"Scenic Vista",7
"20846","2020-04-08 09:15:00",8,"Scenic Vista",7
"20847","2020-04-08 09:15:00",8,"Scenic Vista",7
"20848","2020-04-08 09:15:00",8,"Scenic Vista",6
"20849","2020-04-08 09:15:00",8,"Scenic Vista",7
"20850","2020-04-08 09:15:00",8,"Scenic Vista",8
"20851","2020-04-08 09:15:00",8,"Scenic Vista",8
"20852","2020-04-08 09:15:00",8,"Scenic Vista",8
"20853","2020-04-08 09:15:00",8,"Scenic Vista",7
"20854","2020-04-08 09:15:00",8,"Scenic Vista",8
"20855","2020-04-08 09:15:00",8,"Scenic Vista",8
"20856","2020-04-08 09:15:00",8,"Scenic Vista",7
"20857","2020-04-08 09:15:00",8,"Scenic Vista",6
"20858","2020-04-08 09:15:00",8,"Scenic Vista",7
"20859","2020-04-08 09:15:00",8,"Scenic Vista",6
"20860","2020-04-08 09:15:00",8,"Scenic Vista",8
"20861","2020-04-08 09:15:00",8,"Scenic Vista",7
"20862","2020-04-08 09:15:00",8,"Scenic Vista",7
"20863","2020-04-08 09:15:00",8,"Scenic Vista",7
"20864","2020-04-08 09:15:00",8,"Scenic Vista",7
"20865","2020-04-08 09:15:00",8,"Scenic Vista",8
"20866","2020-04-08 09:15:00",8,"Scenic Vista",7
"20867","2020-04-08 09:15:00",8,"Scenic Vista",6
"20868","2020-04-08 09:15:00",8,"Scenic Vista",8
"20869","2020-04-08 09:15:00",8,"Scenic Vista",7
"20870","2020-04-08 09:15:00",8,"Scenic Vista",7
"20871","2020-04-08 09:15:00",8,"Scenic Vista",7
"20872","2020-04-08 09:15:00",8,"Scenic Vista",6
"20873","2020-04-08 09:15:00",8,"Scenic Vista",8
"20874","2020-04-08 09:15:00",8,"Scenic Vista",7
"20875","2020-04-08 09:15:00",8,"Scenic Vista",6
"20876","2020-04-08 09:15:00",8,"Scenic Vista",6
"20877","2020-04-08 09:15:00",8,"Scenic Vista",7
"20878","2020-04-08 09:15:00",8,"Scenic Vista",7
"20879","2020-04-08 09:15:00",8,"Scenic Vista",7
"20880","2020-04-08 09:15:00",8,"Scenic Vista",7
"20881","2020-04-08 09:15:00",8,"Scenic Vista",7
"20882","2020-04-08 09:15:00",8,"Scenic Vista",6
"20883","2020-04-08 09:15:00",8,"Scenic Vista",8
"20884","2020-04-08 09:15:00",8,"Scenic Vista",6
"20885","2020-04-08 09:15:00",8,"Scenic Vista",7
"20886","2020-04-08 09:15:00",8,"Scenic Vista",6
"20887","2020-04-08 09:15:00",8,"Scenic Vista",7
"20888","2020-04-08 09:15:00",8,"Scenic Vista",7
"20889","2020-04-08 09:15:00",8,"Scenic Vista",7
"20890","2020-04-08 09:15:00",8,"Scenic Vista",6
"20891","2020-04-08 09:15:00",8,"Scenic Vista",7
"20892","2020-04-08 09:15:00",8,"Scenic Vista",6
"20893","2020-04-08 09:15:00",8,"Scenic Vista",8
"20894","2020-04-08 09:15:00",8,"Scenic Vista",7
"20895","2020-04-08 09:15:00",8,"Scenic Vista",7
"20896","2020-04-08 09:15:00",8,"Scenic Vista",6
"20897","2020-04-08 09:15:00",8,"Scenic Vista",7
"20898","2020-04-08 09:15:00",8,"Scenic Vista",7
"20899","2020-04-08 09:15:00",8,"Scenic Vista",7
"20900","2020-04-08 09:15:00",8,"Scenic Vista",7
"20901","2020-04-08 09:15:00",8,"Scenic Vista",7
"20902","2020-04-08 09:15:00",8,"Scenic Vista",7
"20903","2020-04-08 09:15:00",8,"Scenic Vista",7
"20904","2020-04-08 09:15:00",8,"Scenic Vista",7
"20905","2020-04-08 09:15:00",8,"Scenic Vista",9
"20906","2020-04-08 09:15:00",8,"Scenic Vista",6
"20907","2020-04-08 09:15:00",8,"Scenic Vista",7
"20908","2020-04-08 09:15:00",8,"Scenic Vista",7
"20909","2020-04-08 09:15:00",8,"Scenic Vista",7
"20910","2020-04-08 09:15:00",8,"Scenic Vista",5
"20911","2020-04-08 09:15:00",8,"Scenic Vista",7
"20912","2020-04-08 09:15:00",8,"Scenic Vista",7
"20913","2020-04-08 09:15:00",8,"Scenic Vista",8
"20914","2020-04-08 09:15:00",8,"Scenic Vista",6
"20915","2020-04-08 09:15:00",8,"Scenic Vista",7
"20916","2020-04-08 09:15:00",8,"Scenic Vista",7
"20917","2020-04-08 09:15:00",8,"Scenic Vista",7
"20918","2020-04-08 09:15:00",8,"Scenic Vista",7
"20919","2020-04-08 09:15:00",8,"Scenic Vista",9
"20920","2020-04-08 09:15:00",8,"Scenic Vista",6
"20921","2020-04-08 09:15:00",8,"Scenic Vista",7
"20922","2020-04-08 09:15:00",8,"Scenic Vista",7
"20923","2020-04-08 09:15:00",8,"Scenic Vista",7
"20924","2020-04-08 09:15:00",8,"Scenic Vista",7
"20925","2020-04-08 09:15:00",8,"Scenic Vista",7
"20926","2020-04-08 09:15:00",8,"Scenic Vista",6
"20927","2020-04-08 09:15:00",8,"Scenic Vista",8
"20928","2020-04-08 09:15:00",8,"Scenic Vista",7
"20929","2020-04-08 09:15:00",8,"Scenic Vista",7
"20930","2020-04-08 09:15:00",8,"Scenic Vista",5
"20931","2020-04-08 09:15:00",8,"Scenic Vista",7
"20932","2020-04-08 09:15:00",8,"Scenic Vista",7
"20933","2020-04-08 09:15:00",8,"Scenic Vista",8
"20934","2020-04-08 09:15:00",8,"Scenic Vista",7
"20935","2020-04-08 09:15:00",8,"Scenic Vista",8
"20936","2020-04-08 09:15:00",8,"Scenic Vista",7
"20937","2020-04-08 09:15:00",8,"Scenic Vista",7
"20938","2020-04-08 09:15:00",8,"Scenic Vista",8
"20939","2020-04-08 09:15:00",8,"Scenic Vista",6
"20940","2020-04-08 09:15:00",8,"Scenic Vista",7
"20941","2020-04-08 09:15:00",8,"Scenic Vista",7
"20942","2020-04-08 09:15:00",8,"Scenic Vista",6
"20943","2020-04-08 09:15:00",8,"Scenic Vista",7
"20944","2020-04-08 09:15:00",8,"Scenic Vista",7
"20945","2020-04-08 09:15:00",8,"Scenic Vista",7
"20946","2020-04-08 09:15:00",8,"Scenic Vista",8
"20947","2020-04-08 09:15:00",8,"Scenic Vista",6
"20948","2020-04-08 09:15:00",8,"Scenic Vista",7
"20949","2020-04-08 09:15:00",8,"Scenic Vista",8
"20950","2020-04-08 09:15:00",8,"Scenic Vista",7
"20951","2020-04-08 09:15:00",8,"Scenic Vista",7
"20952","2020-04-08 09:15:00",8,"Scenic Vista",7
"20953","2020-04-08 09:15:00",8,"Scenic Vista",5
"20954","2020-04-08 09:15:00",8,"Scenic Vista",8
"20955","2020-04-08 09:15:00",8,"Scenic Vista",5
"20956","2020-04-08 09:15:00",8,"Scenic Vista",6
"20957","2020-04-08 09:15:00",8,"Scenic Vista",8
"20958","2020-04-08 09:15:00",8,"Scenic Vista",6
"20959","2020-04-08 09:15:00",8,"Scenic Vista",7
"20960","2020-04-08 09:15:00",8,"Scenic Vista",7
"20961","2020-04-08 09:15:00",8,"Scenic Vista",8
"20962","2020-04-08 09:15:00",8,"Scenic Vista",7
"20963","2020-04-08 09:15:00",8,"Scenic Vista",7
"20964","2020-04-08 09:15:00",8,"Scenic Vista",6
"20965","2020-04-08 09:15:00",8,"Scenic Vista",6
"20966","2020-04-08 09:15:00",8,"Scenic Vista",7
"20967","2020-04-08 09:15:00",8,"Scenic Vista",7
"20968","2020-04-08 09:15:00",8,"Scenic Vista",7
"20969","2020-04-08 09:15:00",8,"Scenic Vista",6
"20970","2020-04-08 09:15:00",8,"Scenic Vista",7
"20971","2020-04-08 09:15:00",8,"Scenic Vista",6
"20972","2020-04-08 09:15:00",8,"Scenic Vista",6
"20973","2020-04-08 09:15:00",8,"Scenic Vista",6
"20974","2020-04-08 09:15:00",8,"Scenic Vista",7
"20975","2020-04-08 09:15:00",8,"Scenic Vista",7
"20976","2020-04-08 09:15:00",8,"Scenic Vista",6
"20977","2020-04-08 09:15:00",8,"Scenic Vista",7
"20978","2020-04-08 09:15:00",8,"Scenic Vista",8
"20979","2020-04-08 09:15:00",8,"Scenic Vista",6
"20980","2020-04-08 09:15:00",8,"Scenic Vista",7
"20981","2020-04-08 09:15:00",8,"Scenic Vista",8
"20982","2020-04-08 09:15:00",8,"Scenic Vista",7
"20983","2020-04-08 09:15:00",8,"Scenic Vista",8
"20984","2020-04-08 09:15:00",8,"Scenic Vista",7
"20985","2020-04-08 09:15:00",8,"Scenic Vista",7
"20986","2020-04-08 09:15:00",8,"Scenic Vista",7
"20987","2020-04-08 09:15:00",8,"Scenic Vista",7
"20988","2020-04-08 09:15:00",8,"Scenic Vista",7
"20989","2020-04-08 09:15:00",8,"Scenic Vista",7
"20990","2020-04-08 09:15:00",8,"Scenic Vista",7
"20991","2020-04-08 09:15:00",8,"Scenic Vista",8
"20992","2020-04-08 09:15:00",8,"Scenic Vista",6
"20993","2020-04-08 09:15:00",8,"Scenic Vista",7
"20994","2020-04-08 09:15:00",8,"Scenic Vista",8
"20995","2020-04-08 09:15:00",8,"Scenic Vista",8
"20996","2020-04-08 09:15:00",8,"Scenic Vista",8
"20997","2020-04-08 09:15:00",8,"Scenic Vista",7
"20998","2020-04-08 09:15:00",8,"Scenic Vista",8
"20999","2020-04-08 09:15:00",8,"Scenic Vista",8
"21000","2020-04-08 09:15:00",8,"Scenic Vista",7
"21001","2020-04-08 09:15:00",8,"Scenic Vista",6
"21002","2020-04-08 09:15:00",8,"Scenic Vista",8
"21003","2020-04-08 09:15:00",8,"Scenic Vista",7
"21004","2020-04-08 09:15:00",8,"Scenic Vista",8
"21005","2020-04-08 09:15:00",8,"Scenic Vista",7
"21006","2020-04-08 09:15:00",9,"Broadview",8
"21007","2020-04-08 09:15:00",9,"Broadview",6
"21008","2020-04-08 09:15:00",9,"Broadview",7
"21009","2020-04-08 09:15:00",9,"Broadview",7
"21010","2020-04-08 09:15:00",9,"Broadview",7
"21011","2020-04-08 09:15:00",9,"Broadview",6
"21012","2020-04-08 09:15:00",9,"Broadview",8
"21013","2020-04-08 09:15:00",9,"Broadview",7
"21014","2020-04-08 09:15:00",9,"Broadview",7
"21015","2020-04-08 09:15:00",9,"Broadview",6
"21016","2020-04-08 09:15:00",9,"Broadview",6
"21017","2020-04-08 09:15:00",9,"Broadview",6
"21018","2020-04-08 09:15:00",9,"Broadview",7
"21019","2020-04-08 09:15:00",9,"Broadview",8
"21020","2020-04-08 09:15:00",9,"Broadview",6
"21021","2020-04-08 09:15:00",9,"Broadview",8
"21022","2020-04-08 09:15:00",9,"Broadview",7
"21023","2020-04-08 09:15:00",9,"Broadview",7
"21024","2020-04-08 09:15:00",9,"Broadview",7
"21025","2020-04-08 09:15:00",9,"Broadview",7
"21026","2020-04-08 09:15:00",9,"Broadview",8
"21027","2020-04-08 09:15:00",9,"Broadview",6
"21028","2020-04-08 09:15:00",9,"Broadview",8
"21029","2020-04-08 09:15:00",9,"Broadview",6
"21030","2020-04-08 09:15:00",9,"Broadview",7
"21031","2020-04-08 09:15:00",9,"Broadview",7
"21032","2020-04-08 09:15:00",9,"Broadview",6
"21033","2020-04-08 09:15:00",9,"Broadview",6
"21034","2020-04-08 09:15:00",9,"Broadview",7
"21035","2020-04-08 09:15:00",9,"Broadview",7
"21036","2020-04-08 09:15:00",9,"Broadview",7
"21037","2020-04-08 09:15:00",9,"Broadview",6
"21038","2020-04-08 09:15:00",9,"Broadview",8
"21039","2020-04-08 09:15:00",9,"Broadview",7
"21040","2020-04-08 09:15:00",9,"Broadview",7
"21041","2020-04-08 09:15:00",9,"Broadview",7
"21042","2020-04-08 09:15:00",9,"Broadview",7
"21043","2020-04-08 09:15:00",9,"Broadview",7
"21044","2020-04-08 09:15:00",9,"Broadview",6
"21045","2020-04-08 09:15:00",9,"Broadview",6
"21046","2020-04-08 09:15:00",9,"Broadview",7
"21047","2020-04-08 09:15:00",9,"Broadview",6
"21048","2020-04-08 09:15:00",9,"Broadview",7
"21049","2020-04-08 09:15:00",9,"Broadview",6
"21050","2020-04-08 09:15:00",9,"Broadview",7
"21051","2020-04-08 09:15:00",9,"Broadview",9
"21052","2020-04-08 09:15:00",9,"Broadview",8
"21053","2020-04-08 09:15:00",9,"Broadview",7
"21054","2020-04-08 09:15:00",9,"Broadview",7
"21055","2020-04-08 09:15:00",9,"Broadview",7
"21056","2020-04-08 09:15:00",9,"Broadview",7
"21057","2020-04-08 09:15:00",9,"Broadview",6
"21058","2020-04-08 09:15:00",9,"Broadview",5
"21059","2020-04-08 09:15:00",9,"Broadview",6
"21060","2020-04-08 09:15:00",9,"Broadview",7
"21061","2020-04-08 09:15:00",9,"Broadview",6
"21062","2020-04-08 09:15:00",9,"Broadview",6
"21063","2020-04-08 09:15:00",9,"Broadview",7
"21064","2020-04-08 09:15:00",9,"Broadview",7
"21065","2020-04-08 09:15:00",9,"Broadview",8
"21066","2020-04-08 09:15:00",9,"Broadview",7
"21067","2020-04-08 09:15:00",9,"Broadview",8
"21068","2020-04-08 09:15:00",9,"Broadview",7
"21069","2020-04-08 09:15:00",9,"Broadview",5
"21070","2020-04-08 09:15:00",9,"Broadview",8
"21071","2020-04-08 09:15:00",9,"Broadview",7
"21072","2020-04-08 09:15:00",9,"Broadview",7
"21073","2020-04-08 09:15:00",9,"Broadview",6
"21074","2020-04-08 09:15:00",9,"Broadview",7
"21075","2020-04-08 09:15:00",9,"Broadview",7
"21076","2020-04-08 09:15:00",9,"Broadview",7
"21077","2020-04-08 09:15:00",9,"Broadview",7
"21078","2020-04-08 09:15:00",9,"Broadview",8
"21079","2020-04-08 09:15:00",9,"Broadview",7
"21080","2020-04-08 09:15:00",9,"Broadview",7
"21081","2020-04-08 09:15:00",9,"Broadview",7
"21082","2020-04-08 09:15:00",9,"Broadview",8
"21083","2020-04-08 09:15:00",9,"Broadview",8
"21084","2020-04-08 09:15:00",9,"Broadview",8
"21085","2020-04-08 09:15:00",9,"Broadview",7
"21086","2020-04-08 09:15:00",9,"Broadview",8
"21087","2020-04-08 09:15:00",9,"Broadview",9
"21088","2020-04-08 09:15:00",9,"Broadview",7
"21089","2020-04-08 09:15:00",9,"Broadview",8
"21090","2020-04-08 09:15:00",9,"Broadview",5
"21091","2020-04-08 09:15:00",9,"Broadview",7
"21092","2020-04-08 09:15:00",9,"Broadview",6
"21093","2020-04-08 09:15:00",9,"Broadview",7
"21094","2020-04-08 09:15:00",9,"Broadview",6
"21095","2020-04-08 09:15:00",9,"Broadview",6
"21096","2020-04-08 09:15:00",9,"Broadview",7
"21097","2020-04-08 09:15:00",9,"Broadview",6
"21098","2020-04-08 09:15:00",9,"Broadview",6
"21099","2020-04-08 09:15:00",9,"Broadview",7
"21100","2020-04-08 09:15:00",9,"Broadview",7
"21101","2020-04-08 09:15:00",9,"Broadview",6
"21102","2020-04-08 09:15:00",9,"Broadview",7
"21103","2020-04-08 09:15:00",9,"Broadview",8
"21104","2020-04-08 09:15:00",9,"Broadview",7
"21105","2020-04-08 09:15:00",9,"Broadview",7
"21106","2020-04-08 09:15:00",9,"Broadview",6
"21107","2020-04-08 09:15:00",9,"Broadview",7
"21108","2020-04-08 09:15:00",9,"Broadview",6
"21109","2020-04-08 09:15:00",9,"Broadview",7
"21110","2020-04-08 09:15:00",9,"Broadview",8
"21111","2020-04-08 09:15:00",11,"Terrapin",10
"21112","2020-04-08 09:15:00",11,"Terrapin",4
"21113","2020-04-08 09:15:00",11,"Terrapin",5
"21114","2020-04-08 09:15:00",11,"Terrapin",4
"21115","2020-04-08 09:15:00",11,"Terrapin",6
"21116","2020-04-08 09:15:00",11,"Terrapin",6
"21117","2020-04-08 09:15:00",11,"Terrapin",5
"21118","2020-04-08 09:15:00",11,"Terrapin",6
"21119","2020-04-08 09:15:00",11,"Terrapin",5
"21120","2020-04-08 09:15:00",11,"Terrapin",5
"21121","2020-04-08 09:15:00",11,"Terrapin",5
"21122","2020-04-08 09:15:00",11,"Terrapin",5
"21123","2020-04-08 09:15:00",11,"Terrapin",5
"21124","2020-04-08 09:15:00",11,"Terrapin",4
"21125","2020-04-08 09:15:00",11,"Terrapin",5
"21126","2020-04-08 09:15:00",11,"Terrapin",5
"21127","2020-04-08 09:15:00",11,"Terrapin",6
"21128","2020-04-08 09:15:00",11,"Terrapin",5
"21129","2020-04-08 09:15:00",11,"Terrapin",3
"21130","2020-04-08 09:15:00",11,"Terrapin",5
"21131","2020-04-08 09:15:00",11,"Terrapin",4
"21132","2020-04-08 09:15:00",11,"Terrapin",6
"21133","2020-04-08 09:15:00",11,"Terrapin",4
"21134","2020-04-08 09:15:00",11,"Terrapin",5
"21135","2020-04-08 09:15:00",11,"Terrapin",5
"21136","2020-04-08 09:15:00",11,"Terrapin",5
"21137","2020-04-08 09:15:00",11,"Terrapin",6
"21138","2020-04-08 09:15:00",11,"Terrapin",6
"21139","2020-04-08 09:15:00",11,"Terrapin",6
"21140","2020-04-08 09:15:00",11,"Terrapin",5
"21141","2020-04-08 09:15:00",11,"Terrapin",5
"21142","2020-04-08 09:15:00",11,"Terrapin",5
"21143","2020-04-08 09:15:00",11,"Terrapin",4
"21144","2020-04-08 09:15:00",11,"Terrapin",5
"21145","2020-04-08 09:15:00",11,"Terrapin",5
"21146","2020-04-08 09:15:00",11,"Terrapin",5
"21147","2020-04-08 09:15:00",11,"Terrapin",6
"21148","2020-04-08 09:15:00",11,"Terrapin",5
"21149","2020-04-08 09:15:00",11,"Terrapin",6
"21150","2020-04-08 09:15:00",11,"Terrapin",4
"21151","2020-04-08 09:15:00",11,"Terrapin",4
"21152","2020-04-08 09:15:00",11,"Terrapin",5
"21153","2020-04-08 09:15:00",11,"Terrapin",5
"21154","2020-04-08 09:15:00",11,"Terrapin",5
"21155","2020-04-08 09:15:00",11,"Terrapin",6
"21156","2020-04-08 09:15:00",11,"Terrapin",5
"21157","2020-04-08 09:15:00",11,"Terrapin",4
"21158","2020-04-08 09:15:00",11,"Terrapin",5
"21159","2020-04-08 09:15:00",11,"Terrapin",5
"21160","2020-04-08 09:15:00",11,"Terrapin",6
"21161","2020-04-08 09:15:00",11,"Terrapin",5
"21162","2020-04-08 09:15:00",11,"Terrapin",5
"21163","2020-04-08 09:15:00",11,"Terrapin",5
"21164","2020-04-08 09:15:00",11,"Terrapin",4
"21165","2020-04-08 09:15:00",11,"Terrapin",5
"21166","2020-04-08 09:15:00",11,"Terrapin",6
"21167","2020-04-08 09:15:00",11,"Terrapin",6
"21168","2020-04-08 09:15:00",11,"Terrapin",5
"21169","2020-04-08 09:15:00",11,"Terrapin",4
"21170","2020-04-08 09:15:00",11,"Terrapin",6
"21171","2020-04-08 09:15:00",11,"Terrapin",6
"21172","2020-04-08 09:15:00",11,"Terrapin",5
"21173","2020-04-08 09:15:00",11,"Terrapin",5
"21174","2020-04-08 09:15:00",11,"Terrapin",5
"21175","2020-04-08 09:15:00",11,"Terrapin",6
"21176","2020-04-08 09:15:00",11,"Terrapin",5
"21177","2020-04-08 09:15:00",11,"Terrapin",5
"21178","2020-04-08 09:15:00",11,"Terrapin",4
"21179","2020-04-08 09:15:00",11,"Terrapin",5
"21180","2020-04-08 09:15:00",11,"Terrapin",6
"21181","2020-04-08 09:15:00",11,"Terrapin",4
"21182","2020-04-08 09:15:00",11,"Terrapin",4
"21183","2020-04-08 09:15:00",11,"Terrapin",5
"21184","2020-04-08 09:15:00",11,"Terrapin",4
"21185","2020-04-08 09:15:00",11,"Terrapin",6
"21186","2020-04-08 09:15:00",11,"Terrapin",5
"21187","2020-04-08 09:15:00",11,"Terrapin",5
"21188","2020-04-08 09:15:00",11,"Terrapin",3
"21189","2020-04-08 09:15:00",11,"Terrapin",6
"21190","2020-04-08 09:15:00",11,"Terrapin",6
"21191","2020-04-08 09:15:00",11,"Terrapin",4
"21192","2020-04-08 09:15:00",11,"Terrapin",5
"21193","2020-04-08 09:15:00",11,"Terrapin",6
"21194","2020-04-08 09:15:00",11,"Terrapin",7
"21195","2020-04-08 09:15:00",11,"Terrapin",5
"21196","2020-04-08 09:15:00",11,"Terrapin",5
"21197","2020-04-08 09:15:00",11,"Terrapin",5
"21198","2020-04-08 09:15:00",11,"Terrapin",5
"21199","2020-04-08 09:15:00",11,"Terrapin",5
"21200","2020-04-08 09:15:00",11,"Terrapin",5
"21201","2020-04-08 09:15:00",11,"Terrapin",4
"21202","2020-04-08 09:15:00",11,"Terrapin",5
"21203","2020-04-08 09:15:00",11,"Terrapin",6
"21204","2020-04-08 09:15:00",11,"Terrapin",5
"21205","2020-04-08 09:15:00",11,"Terrapin",5
"21206","2020-04-08 09:15:00",11,"Terrapin",7
"21207","2020-04-08 09:15:00",11,"Terrapin",4
"21208","2020-04-08 09:15:00",11,"Terrapin",5
"21209","2020-04-08 09:15:00",11,"Terrapin",4
"21210","2020-04-08 09:15:00",11,"Terrapin",5
"21211","2020-04-08 09:15:00",11,"Terrapin",5
"21212","2020-04-08 09:15:00",11,"Terrapin",4
"21213","2020-04-08 09:15:00",11,"Terrapin",5
"21214","2020-04-08 09:15:00",11,"Terrapin",6
"21215","2020-04-08 09:15:00",11,"Terrapin",6
"21216","2020-04-08 09:15:00",11,"Terrapin",6
"21217","2020-04-08 09:15:00",11,"Terrapin",6
"21218","2020-04-08 09:15:00",11,"Terrapin",4
"21219","2020-04-08 09:15:00",12,"Pepper Mill",4
"21220","2020-04-08 09:15:00",12,"Pepper Mill",4
"21221","2020-04-08 09:15:00",12,"Pepper Mill",3
"21222","2020-04-08 09:15:00",12,"Pepper Mill",4
"21223","2020-04-08 09:15:00",12,"Pepper Mill",4
"21224","2020-04-08 09:15:00",12,"Pepper Mill",5
"21225","2020-04-08 09:15:00",12,"Pepper Mill",4
"21226","2020-04-08 09:15:00",12,"Pepper Mill",5
"21227","2020-04-08 09:15:00",12,"Pepper Mill",4
"21228","2020-04-08 09:15:00",12,"Pepper Mill",3
"21229","2020-04-08 09:15:00",12,"Pepper Mill",4
"21230","2020-04-08 09:15:00",12,"Pepper Mill",5
"21231","2020-04-08 09:15:00",12,"Pepper Mill",4
"21232","2020-04-08 09:15:00",12,"Pepper Mill",4
"21233","2020-04-08 09:15:00",12,"Pepper Mill",4
"21234","2020-04-08 09:15:00",12,"Pepper Mill",3
"21235","2020-04-08 09:15:00",12,"Pepper Mill",4
"21236","2020-04-08 09:15:00",12,"Pepper Mill",5
"21237","2020-04-08 09:15:00",12,"Pepper Mill",5
"21238","2020-04-08 09:15:00",12,"Pepper Mill",3
"21239","2020-04-08 09:15:00",12,"Pepper Mill",2
"21240","2020-04-08 09:15:00",12,"Pepper Mill",4
"21241","2020-04-08 09:15:00",12,"Pepper Mill",4
"21242","2020-04-08 09:15:00",12,"Pepper Mill",4
"21243","2020-04-08 09:15:00",12,"Pepper Mill",4
"21244","2020-04-08 09:15:00",12,"Pepper Mill",4
"21245","2020-04-08 09:15:00",12,"Pepper Mill",4
"21246","2020-04-08 09:15:00",12,"Pepper Mill",4
"21247","2020-04-08 09:15:00",12,"Pepper Mill",5
"21248","2020-04-08 09:15:00",12,"Pepper Mill",4
"21249","2020-04-08 09:15:00",12,"Pepper Mill",4
"21250","2020-04-08 09:15:00",12,"Pepper Mill",3
"21251","2020-04-08 09:15:00",12,"Pepper Mill",5
"21252","2020-04-08 09:15:00",12,"Pepper Mill",4
"21253","2020-04-08 09:15:00",12,"Pepper Mill",3
"21254","2020-04-08 09:15:00",12,"Pepper Mill",4
"21255","2020-04-08 09:15:00",12,"Pepper Mill",5
"21256","2020-04-08 09:15:00",12,"Pepper Mill",5
"21257","2020-04-08 09:15:00",12,"Pepper Mill",5
"21258","2020-04-08 09:15:00",12,"Pepper Mill",4
"21259","2020-04-08 09:15:00",12,"Pepper Mill",4
"21260","2020-04-08 09:15:00",12,"Pepper Mill",4
"21261","2020-04-08 09:15:00",12,"Pepper Mill",5
"21262","2020-04-08 09:15:00",13,"Cheddarford",10
"21263","2020-04-08 09:15:00",13,"Cheddarford",0
"21264","2020-04-08 09:15:00",13,"Cheddarford",2
"21265","2020-04-08 09:15:00",13,"Cheddarford",1
"21266","2020-04-08 09:15:00",13,"Cheddarford",2
"21267","2020-04-08 09:15:00",13,"Cheddarford",2
"21268","2020-04-08 09:15:00",13,"Cheddarford",6
"21269","2020-04-08 09:15:00",13,"Cheddarford",6
"21270","2020-04-08 09:15:00",13,"Cheddarford",6
"21271","2020-04-08 09:15:00",13,"Cheddarford",5
"21272","2020-04-08 09:15:00",13,"Cheddarford",4
"21273","2020-04-08 09:15:00",13,"Cheddarford",5
"21274","2020-04-08 09:15:00",13,"Cheddarford",4
"21275","2020-04-08 09:15:00",14,"Easton",0
"21276","2020-04-08 09:15:00",14,"Easton",6
"21277","2020-04-08 09:15:00",14,"Easton",8
"21278","2020-04-08 09:15:00",14,"Easton",8
"21279","2020-04-08 09:15:00",14,"Easton",7
"21280","2020-04-08 09:15:00",14,"Easton",7
"21281","2020-04-08 09:15:00",14,"Easton",7
"21282","2020-04-08 09:15:00",14,"Easton",6
"21283","2020-04-08 09:15:00",14,"Easton",7
"21284","2020-04-08 09:15:00",14,"Easton",6
"21285","2020-04-08 09:15:00",14,"Easton",7
"21286","2020-04-08 09:15:00",14,"Easton",7
"21287","2020-04-08 09:15:00",14,"Easton",7
"21288","2020-04-08 09:15:00",14,"Easton",7
"21289","2020-04-08 09:15:00",14,"Easton",8
"21290","2020-04-08 09:15:00",14,"Easton",7
"21291","2020-04-08 09:15:00",14,"Easton",8
"21292","2020-04-08 09:15:00",14,"Easton",7
"21293","2020-04-08 09:15:00",14,"Easton",7
"21294","2020-04-08 09:15:00",14,"Easton",7
"21295","2020-04-08 09:15:00",14,"Easton",8
"21296","2020-04-08 09:15:00",14,"Easton",7
"21297","2020-04-08 09:15:00",14,"Easton",7
"21298","2020-04-08 09:15:00",14,"Easton",8
"21299","2020-04-08 09:15:00",14,"Easton",7
"21300","2020-04-08 09:15:00",14,"Easton",7
"21301","2020-04-08 09:15:00",14,"Easton",8
"21302","2020-04-08 09:15:00",14,"Easton",7
"21303","2020-04-08 09:15:00",14,"Easton",7
"21304","2020-04-08 09:15:00",14,"Easton",6
"21305","2020-04-08 09:15:00",14,"Easton",7
"21306","2020-04-08 09:15:00",14,"Easton",8
"21307","2020-04-08 09:15:00",14,"Easton",7
"21308","2020-04-08 09:15:00",14,"Easton",9
"21309","2020-04-08 09:15:00",14,"Easton",7
"21310","2020-04-08 09:15:00",14,"Easton",8
"21311","2020-04-08 09:15:00",14,"Easton",7
"21312","2020-04-08 09:15:00",14,"Easton",7
"21313","2020-04-08 09:15:00",14,"Easton",7
"21314","2020-04-08 09:15:00",14,"Easton",7
"21315","2020-04-08 09:15:00",14,"Easton",7
"21316","2020-04-08 09:15:00",14,"Easton",6
"21317","2020-04-08 09:15:00",14,"Easton",7
"21318","2020-04-08 09:15:00",14,"Easton",6
"21319","2020-04-08 09:15:00",14,"Easton",8
"21320","2020-04-08 09:15:00",14,"Easton",6
"21321","2020-04-08 09:15:00",14,"Easton",6
"21322","2020-04-08 09:15:00",14,"Easton",7
"21323","2020-04-08 09:15:00",14,"Easton",6
"21324","2020-04-08 09:15:00",14,"Easton",8
"21325","2020-04-08 09:15:00",14,"Easton",7
"21326","2020-04-08 09:15:00",14,"Easton",8
"21327","2020-04-08 09:15:00",14,"Easton",8
"21328","2020-04-08 09:15:00",14,"Easton",7
"21329","2020-04-08 09:15:00",14,"Easton",6
